	title	artist	album	albumArtist	likeStatus	averageRating	albumYear	albumType	duration_seconds
9DZvJQ0PTEg	Mama Told Me (Not To Come) (Single Version)	Three Dog Night	It Ain't Easy	Three Dog Night	LIKE	4.7198634	1970.0	Album	
sQcEoxwHoVE	Out In The Country	Three Dog Night	The Best Of 3 Dog Night	Three Dog Night	LIKE		1982.0	Album	
Gc8QhdHpNwU	Shambala (Single Version)	Three Dog Night	Three Dog Night - The Complete Hit Singles	Three Dog Night	LIKE		2004.0	Album	
3s7mh_Uda6c	If I Were A Carpenter	Tim Hardin	Hang On To A Dream: The Verve Recordings	Tim Hardin	LIKE	4.4654984	1994.0	Album	
Pnp2qpGgLcg	International Feel	Todd Rundgren	A Wizard / A True Star	Todd Rundgren	LIKE		1973.0	Album	
6CvLIlQUhYk	It's All In The Game	Tommy Edwards	The Best Of Tommy Edwards	Tommy Edwards	LIKE		1997.0	Album	
AlNoFP7N-4s	Teenage Crush	Tommy Sands	Rare Gems - Volume Two	Tommy Sands	LIKE		2006.0	Album	
o9goHsKTsfU	Georgy Porgy	Toto	The Essential Toto	Toto	LIKE		2014.0	Album	
RP7dyyU1Qmg	Fire	Traffic Sound	Sky Pilot	Traffic Sound	LIKE		2015.0	Single	
e2aHiRAf37Y	Overnight Celebrity	Twista	Kamikaze	Twista	LIKE	4.7762442	2004.0	Album	
z3JmMF6dGGk	Overnight Celebrity	Twista	Kamikaze	Twista	LIKE	4.7531738	2004.0	Album	
oAYnMgXPWfk	Body Behavior	Ty Segall	Joy	Ty Segall	LIKE		2018.0	Album	137.0
APXjAiWGe4s	Awake	Tycho	Awake	Tycho	LIKE	4.7241931	2014.0	Album	
Q1v9-hd6apo	Montana	Tycho	Awake	Tycho	LIKE	4.4749451	2014.0	Album	
W-FL1sAWnCc	Montana	Tycho	Awake (Deluxe Version)	Tycho	LIKE	4.7199998	2014.0	Album	
6XqAicZX9DY	Awake	Tycho	Awake (Remix)	Tycho	LIKE	4.7767143	2013.0	Single	
rS9w-58xIv8	Star Song	Vince Guaraldi	The Definitive Vince Guaraldi	Vince Guaraldi	LIKE	4.6997066	2009.0	Album	
JVL-sM9x2NI	Kingdom Rise Kingdom Fall	Wailing Souls	The Very Best Of The Wailing Souls	Wailing Souls	LIKE		1987.0	Album	246.0
4fNC5A5SCqc	After Laughter (Comes Tears)	Wendy Rene	60's Deep Soul	Various Artists	LIKE		2019.0	Album	
nZeb1M5w8oU	Celestial Creatures	Wild Beasts	Celestial Creatures	Wild Beasts	LIKE		2016.0	Single	267.0
_iosHIYmoXA	Why You Always Hatin? (feat. Drake & Kamaiyah)	YG	4 THE FANS	YG	INDIFFERENT		2020.0	EP	
jNEy7yKW6ps	Why You Always Hatin? (feat. Drake & Kamaiyah)	YG	Still Brazy (Deluxe)	YG	LIKE		2016.0	Album	
1PTcMWwuGSE	Why You Always Hatin? (feat. Drake & Kamaiyah)	YG	Workout Smash	Various Artists	LIKE	4.4216866	2019.0	Album	
