	title	artist	album	albumArtist	likeStatus	averageRating	albumYear	albumType	duration_seconds
5KO4Eew9d34	Oklahoma Blues	Patti Page	Patti Page with Lou Stein's Music, 1949	Patti Page	INDIFFERENT		1986.0	Album	
mt69vfE9DdY	Detour	Patti Page	Patti Page's Greatest Hits	Patti Page	INDIFFERENT		1982.0	Album	
IRfz9px0wnk	Back In Your Own Backyard	Patti Page	The Patti Page Collection: The Mercury Years, Volume 1	Patti Page	INDIFFERENT		1991.0	Album	
wDlKTQ3Ig7A	Because the Night	Patti Smith Group	Easter	Patti Smith Group	INDIFFERENT		1978.0	Album	206.0
IBXBntY5aEY	Hey Paula	Paul	Hey Paul - The Very Best Of	Paul	INDIFFERENT		2013.0	Album	
chGKYYCbpmU	Hey Paula	Paul & Paula	Hey Paula	Paul & Paula	INDIFFERENT	4.1416736	1962.0	Single	
1Nie88qy6I4	Diana	Paul Anka	21 Golden Hits	Paul Anka	INDIFFERENT		1963.0	Album	
2mgg7EDRdS4	It Doesn't Matter Anymore	Paul Anka	21 Golden Hits	Paul Anka	INDIFFERENT		1963.0	Album	
PrJEpQf5zbs	Blau-Wile-Deveest-Fontaine	Paul Anka	The Complete Us & Uk Singles As & BS 1956-62	Paul Anka	INDIFFERENT		2016.0	Album	
m0tmkm9KIAo	Cool Night	Paul Davis	Cool Night	Paul Davis	INDIFFERENT		1981.0	Album	
jvf3rBgw1LU	I Go Crazy	Paul Davis	Singer of Songs, Teller of Tales	Paul Davis	INDIFFERENT		1977.0	Album	
nhu3orNqZu4	I Go Crazy (Single Version)	Paul Davis	The Best of Paul Davis (Expanded Edition)	Paul Davis	INDIFFERENT		2011.0	Album	
_LY6aFUVmOU	Future	Paul Grant	Future	Paul Grant	INDIFFERENT		2022.0	Single	
Vvwqt9YvgeA	Slidin'	Paul McCartney	McCartney III	Paul McCartney	INDIFFERENT		2020.0	Album	
dScSRM79ass	Listen To What The Man Said	Paul McCartney & Wings	Venus And Mars (Archive Collection)	Wings	INDIFFERENT		1975.0	Album	
htmW4Fa2yxo	Rock Show	Paul McCartney & Wings	Venus And Mars (Archive Collection)	Wings	INDIFFERENT		1975.0	Album	
dVxYL2sI1oM	Indian Reservation (The Lament of the Cherokee Reservation Indian)	Paul Revere & The Raiders	Indian Reservation	Paul Revere & The Raiders	INDIFFERENT	4.5345993	1971.0	Album	
AXa9UoYT8lo	I'm Not Your Stepping Stone	Paul Revere & The Raiders	Midnight Ride	Paul Revere & The Raiders	INDIFFERENT	4.2947979	1966.0	Album	
X1_CNl6w2Tk	My Little Town	Paul Simon	Still Crazy After All These Years	Paul Simon	INDIFFERENT		1975.0	Album	
IYdy8qEV-Zg	Someday Man	Paul Williams	Someday Man (Deluxe Edition)	Paul Williams	INDIFFERENT	4.0278883	1970.0	Album	
s_-QRNVbNM8	Every Time You Go Away (Single Version)	Paul Young	The Secret Of Association	Paul Young	INDIFFERENT		1985.0	Album	
iQs1ZsRL8fc	Kennel District	Pavement	Crooked Rain, Crooked Rain: LA’s Desert Origins	Pavement	INDIFFERENT	4.5862069	1994.0	Album	
TTdZ0YAKhzE	Kennel District	Pavement	Wowee Zowee	Pavement	INDIFFERENT	4.6713614	1995.0	Album	
bGlBY7QlN08	Sleeping Bag	Paw	Dragline	Paw	INDIFFERENT		1993.0	Album	
Z8He-Bto3xc	Jessie	Paw	Dragline	Paw	INDIFFERENT	3.7824593	1993.0	Album	
F8RbRHD7n-A	Reaching For The Sky	Peabo Bryson	Reaching For The Sky	Peabo Bryson	INDIFFERENT		1977.0	Album	
gwjsvGMdxP0	Mariguana	Peace And Love	Peace and Love	Peace And Love	INDIFFERENT		1971.0	Album	
kzJu4r5vvo8	Why Go	Pearl Jam	Ten	Pearl Jam	INDIFFERENT	4.5788503	1991.0	Album	
FQkgIrfpLw0	Corduroy	Pearl Jam	Vitalogy	Pearl Jam	INDIFFERENT	4.5406318	1994.0	Album	
RQd6DwTJijE	Do the Evolution	Pearl Jam	Yield	Pearl Jam	INDIFFERENT		1998.0	Album	
uuUAciBsMto	With	Pearla	With	Pearla	INDIFFERENT		2022.0	EP	179.0
yTg4MyOW99I	Blue Suede Shoes	Pee Wee King and His Band	Biggest Hits	Pee Wee King	INDIFFERENT		1971.0	Album	
hC72TKOv13M	You Can't Stop Me From Drinking	Peetie Wheatstraw	Peetie Wheatstraw Vol. 6 1938-1940	Peetie Wheatstraw	INDIFFERENT		2005.0	Album	
fkMuxj91J2s	Don’t Fuck With My Money	Penguin Prison	Penguin Prison	Penguin Prison	INDIFFERENT		2011.0	Album	
vFf0eg210Po	Don’t Fuck With My Money	Penguin Prison	Penguin Prison	Penguin Prison	INDIFFERENT		2011.0	Album	251.0
R7HNS6p9ouE	Floating Spit	Perfume Genius	Put Your Back N 2 It	Perfume Genius	INDIFFERENT	4.3062329	2012.0	Album	
sH7FLTTSI6A	Don't Let The Stars Get In Your Eyes	Perry Como	20 Golden Hits	Perry Como	INDIFFERENT		1974.0	Album	
yxwvkTzrFfQ	Papa Loves Mambo	Perry Como	20 Golden Hits	Perry Como	INDIFFERENT		1974.0	Album	
sXsgo9baTrY	Rambling Rose	Perry Como	Greatest Hits 1943-1953	Perry Como	INDIFFERENT		2005.0	Album	
X8yzk5wuNTk	It's Impossible	Perry Como	It's Impossible	Perry Como	INDIFFERENT		1970.0	Album	
l0pjTIaZ0lA	Near You (feat. Pat Patrick Band & US Air Force Airmen of Note)	Perry Danos	Swan Ball 2003 - Reminisce	Various Artists	INDIFFERENT		2007.0	Album	
-BTIZS_KuWY	Opportunities (Let's Make Lots of Money) [2001 Remaster]	Pet Shop Boys	Please	Pet Shop Boys	INDIFFERENT		1986.0	Album	
NNU-39TmtIU	Lady Godiva (Stereo)	Peter And Gordon	Lady Godiva	Peter And Gordon	INDIFFERENT	3.5992949	2011.0	Album	
NNMR5MCpYGU	Solsbury Hill (2002 Remastered Version)	Peter Gabriel	Peter Gabriel 1	Peter Gabriel	INDIFFERENT		1977.0	Album	
J4K4obX3wcs	Games Without Frontiers	Peter Gabriel	Peter Gabriel 3: Melt	Peter Gabriel	INDIFFERENT		1980.0	Album	
5DumLW1hwr0	Don't Give Up	Peter Gabriel	So (Special Edition)	Peter Gabriel	INDIFFERENT		1986.0	Album	
iC3oeWESI40	Bottoms Up	Peter Green	The End of the Game (Expanded)	Peter Green	INDIFFERENT		1970.0	Album	
Mm-hMSDdy4c	Imperial Zeppelin (2005 Digital Remaster)	Peter Hammill	Fool's Mate	Peter Hammill	INDIFFERENT		1971.0	Album	
s5Y_Jye5_Hk	People You Were Going To (2006 Digital Remaster)	Peter Hammill	Nadir's Big Chance	Peter Hammill	INDIFFERENT		1975.0	Album	
l2JXx0N82DU	Bush Doctor (Long Version) [2002 Remaster]	Peter Tosh	Bush Doctor	Peter Tosh	INDIFFERENT		1978.0	Album	
yzTz0sCtkCQ	Bush Doctor (2002 Remaster)	Peter Tosh	Bush Doctor	Peter Tosh	INDIFFERENT		1978.0	Album	
NX_itOdyCHM	Dem Ha Fe Get a Beatin' (2002 Remaster)	Peter Tosh	Bush Doctor	Peter Tosh	INDIFFERENT		1978.0	Album	
IQ0_KH2-wqA	Apartheid	Peter Tosh	Equal Rights	Peter Tosh	INDIFFERENT		1977.0	Album	
P2QRgQrw7jA	Jah Guide	Peter Tosh	Equal Rights	Peter Tosh	INDIFFERENT		1977.0	Album	
sXpiumR1xhw	You Can't Blame the Youth (Outtake)	Peter Tosh	Equal Rights (Legacy Edition)	Peter Tosh	INDIFFERENT		1977.0	Album	
wFK__JxRgLo	Get Up, Stand Up (Alternate Version)	Peter Tosh	Equal Rights (Legacy Edition)	Peter Tosh	INDIFFERENT		1977.0	Album	
q0Th7D5cJLc	Equal Rights	Peter Tosh	Equal Rights (Legacy Edition)	Peter Tosh	INDIFFERENT		1977.0	Album	
G9QrgHK1fwo	Whatcha Gonna Do	Peter Tosh	Legalize It	Peter Tosh	INDIFFERENT	4.1765819	1976.0	Album	
oFj-GfwFMl0	Burial	Peter Tosh	Legalize It	Peter Tosh	INDIFFERENT	4.2796092	1976.0	Album	
3jVNX7UI2tw	Whatcha Gonna Do	Peter Tosh	Legalize It (Legacy Edition)	Peter Tosh	INDIFFERENT		1976.0	Album	
zLBVfatI8IM	Burial	Peter Tosh	Legalize It (Legacy Edition)	Peter Tosh	INDIFFERENT		1976.0	Album	
B7KLIi2AALo	Johnny B. Goode (2002 Remaster)	Peter Tosh	Mama Africa	Peter Tosh	INDIFFERENT	4.6005998	1983.0	Album	
W33LC4Lch1w	The Day the Dollar Die (2002 Remaster)	Peter Tosh	Mystic Man	Peter Tosh	INDIFFERENT		1979.0	Album	
FeUBb96ObB8	Fight Apartheid (2002 Remaster)	Peter Tosh	No Nuclear War	Peter Tosh	INDIFFERENT		1987.0	Album	
yg0dTts2yew	Vampire (2002 Remaster)	Peter Tosh	No Nuclear War	Peter Tosh	INDIFFERENT		1987.0	Album	
bZXUJ_7D6Xg	Arise Blackman	Peter Tosh	The Ultimate Peter Tosh Experience	Peter Tosh	INDIFFERENT		2009.0	Album	
idKJP4mVEP8	Here Comes The Judge	Peter Tosh	Total Reggae: Roots	Various Artists	INDIFFERENT		2013.0	Album	
b6f-a8yuXL0	Puff, the Magic Dragon (Live Version)	Peter, Paul and Mary	Peter, Paul And Mary In Concert	Peter, Paul and Mary	INDIFFERENT		1964.0	Album	
ePqQ_vCfU70	My love	Petula Clark	Best Of	Petula Clark	INDIFFERENT		1996.0	Album	
eTnX8HHa6KM	Downtown	Petula Clark	Best Of	Petula Clark	INDIFFERENT		1996.0	Album	186.0
kRdzKvu3TSo	My Love	Petula Clark	Best Of	Petula Clark	INDIFFERENT		1996.0	Album	162.0
5MrZVBMEpAY	Don't Sleep in the Subway	Petula Clark	Best Of	Petula Clark	INDIFFERENT		1996.0	Album	177.0
0tBnWYWIw3Q	Downtown	Petula Clark	Downtown	Petula Clark	INDIFFERENT		1964.0	Single	184.0
vAMo0pfQjXk	Don't Sleep in the Subway	Petula Clark	Downtown: The Greatest Hits of Petula Clark	Petula Clark	INDIFFERENT	4.1370969	1997.0	Album	
WAtC9XwmEoY	I Know a Place / Sé de un Lugar (Remtered)	Petula Clark	Tu no tienes corazón	Petula Clark	INDIFFERENT		2014.0	EP	
HhPFxY6VD1k	One Man Circus	Phillip Francis Stumpo	One Man Circus	Phillip Francis Stumpo	INDIFFERENT		2010.0	Album	
C5dKCDo_u1E	Close to You	Phyllis Dillon	Don't Stay Away	Phyllis Dillon	INDIFFERENT	4.3951221	2011.0	Album	
n8ylaLrwPvw	Perfida	Phyllys Dillon	Treasure Isle Collection		INDIFFERENT				
2n4U0a_N9W4	Emily Small (The Huge World Thereof)	Picadilly Line	Let's Go Down And Blow Our Minds: The British Psychedelic Sounds Of 1967	Various Artists	INDIFFERENT		2016.0	Album	
OPPtzTuzZLA	"Warm Weather (12"" Version)"	Pieces Of A Dream	Pieces Of A Dream	Pieces Of A Dream	INDIFFERENT		1981.0	Album	
BTzVr6wIJrk	Ambivalence	Pin Group	Ambivalence	Pin Group	INDIFFERENT		2011.0	Album	
iSv09tegacU	Pinetop's Boogie Woogie	Pinetop Perkins	Back On Top	Pinetop Perkins	INDIFFERENT		2000.0	Album	
5rQb81z7ciI	Scream Thy Last Scream (2010 Mix)	Pink Floyd	1965-67 Cambridge St/ation	Pink Floyd	INDIFFERENT		2017.0	Album	
mybz6bw65y0	Arnold Layne (2001 Remastered Version)	Pink Floyd	Echoes (The Best Of Pink Floyd)	Pink Floyd	INDIFFERENT	4.2488523	2001.0	Album	
IG_dQIE696s	Tequila Highball	Pipe-eye	Inside/Outside	Pipe-eye	INDIFFERENT		2019.0	Album	
Sv4eh7UrNjQ	Agincourt Bay	Pipe-eye	Inside/Outside	Pipe-eye	INDIFFERENT		2019.0	Album	
nf9yeldNV4Y	Sweets & Treats	Pipe-eye	Laugh About Life	Pipe-eye	INDIFFERENT	5.0	2017.0	Album	
e2LiTbjAbkc	Walk The Dog	Pipe-eye	Laugh About Life	Pipe-eye	INDIFFERENT	5.0	2017.0	Album	
LB689X6aIKQ	Karaoke Free	Pipes You See, Pipes You Don't	Individualized Shirts	Pipes You See, Pipes You Don't	INDIFFERENT	5.0	2001.0	Album	
S5E8B0xlUJ4	The Happening	Pixies	Bossanova	Pixies	INDIFFERENT		1990.0	Album	
vVoMyR9X-4Q	Broken Face	Pixies	Surfer Rosa	Pixies	INDIFFERENT		1988.0	Album	
kfnNbKr8EaE	Cactus	Pixies	Surfer Rosa	Pixies	INDIFFERENT		1988.0	Album	
Kc4NKz9Ofmk	Break My Body	Pixies	Surfer Rosa	Pixies	INDIFFERENT		1988.0	Album	
HLfEJm0s1v8	Break My Body	Pixies	Surfer Rosa / Come On Pilgrim	Pixies	INDIFFERENT				
8doe3Uq2tZg	Broken Face	Pixies	Surfer Rosa / Come On Pilgrim	Pixies	INDIFFERENT				
q66OajzkPT8	GHOST	Planet V	GHOST	Planet V	INDIFFERENT		2022.0	Single	178.0
PVsU5JyL-hM	No Matter What	Pleasure	Get To The Feeling	Pleasure	INDIFFERENT		1978.0	Album	
Nn-Mcs-5u9c	What A Way To Die	Pleasure Seekers	Friday At The Hideout: Boss Detroit Garage 1964-67	Various Artists	INDIFFERENT		2001.0	Album	
lKLGceNzFAM	Marmots Dance	Plusma	Chillhop Essentials Spring 2019	Various Artists	INDIFFERENT		2019.0	Album	
Y3SYAmxcmGI	Boy & Bear	Pogo	Ascend	Pogo	INDIFFERENT		2018.0	Album	
dB4trx9SBp4	Wizard of Meh	Pogo	Wizard of Meh	Pogo	INDIFFERENT		2013.0	Single	
LdV1wfu4-L4	Tout est Rouge	Poison Girl Friend	Love Me	Poison Girl Friend	INDIFFERENT		1994.0	Album	
aNmBNZcntC0	Listen to My Words	Polarities	First Time Livin'	Polarities	INDIFFERENT		2018.0	EP	
VpZO0GtEt-w	John, I’m Only Dancing	Polecats	Rockabilly Cats	Polecats	INDIFFERENT		2008.0	Album	
azV39bByR1c	Make A Circuit With Me	Polecats	Rockabilly Cats	Polecats	INDIFFERENT		2008.0	Album	
-v_z2q1Belk	Gravedigger Rock	Polecats	Rockabilly Cats	Polecats	INDIFFERENT		2008.0	Album	
_QdbhKAkxCY	How I Feel	Pomo	The Other Day	Pomo	INDIFFERENT	4.4561796	2014.0	Album	
nug-kWn4Pyo	Start Again (feat. Andrea Cormier)	Pomo	The Other Day	Pomo	INDIFFERENT	4.5230708	2014.0	Album	
NR2ueJZ13Ck	Leisure Pony	Pond	Beard, Wives, Denim	Pond	INDIFFERENT	4.448276	2012.0	Album	
z77xnT0bd1Q	Moth Wings	Pond	Beard, Wives, Denim	Pond	INDIFFERENT	4.6430206	2012.0	Album	
p0E8HuLOujw	Elvis' Flaming Star	Pond	Man It Feels Like Space Again	Pond	INDIFFERENT	4.2533336	2015.0	Album	
zzgbI0OL3Zc	Daisy	Pond	Tasmania	Pond	INDIFFERENT		2019.0	Album	
iDP2M5vFKtk	Family	Popcaan	Family	Popcaan	INDIFFERENT		2017.0	Single	
11nWGRGnxx8	Silence	Popcaan	Forever	Popcaan	INDIFFERENT		2018.0	Album	
6gSmWSdsgH0	Einsjäger und siebenjäger	Popol Vuh	Einsjäger & siebenjäger	Popol Vuh	INDIFFERENT		1974.0	Album	
45coFKjj1Vs	Letzte tage - letzte nächte	Popol Vuh	Letzte Tage - Letzte Nächte	Popol Vuh	INDIFFERENT		1976.0	Album	
zNU2V__mhqM	King Minos III (Studio Version)	Popol Vuh	Sei still, wisse ich bin	Popol Vuh	INDIFFERENT		1981.0	Album	
vNdDMqwTrA0	Mood	Porches	Pool	Porches	INDIFFERENT	4.4441638	2016.0	Album	
O-th8b7b_NU	Car (Water Version)	Porches	Water	Porches	INDIFFERENT	4.6407185	2016.0	Album	
8046bq4q1pY	Sea Of Voices	Porter Robinson	Worlds	Porter Robinson	INDIFFERENT		2014.0	Album	
M7FCYKUIzyQ	Deezy Daisy (Oxford Remix)	Portland	Kitsuné French Summer Playlist	Various Artists	INDIFFERENT		2016.0	Album	
wINwp8b3Bx0	Deezy Daisy (Oxford Remix)	Portland	Kitsuné: Deezy Daisy - EP	Portland	INDIFFERENT		2013.0	EP	
aC6K6cIzSj4	Ralphie	Post Animal	Good Music For All You Good People	Various Artists	INDIFFERENT		2018.0	Album	
gOqO9Rdx4TI	When I Get Home	Post Animal	The Garden Series	Post Animal	INDIFFERENT		2016.0	Single	
U8JXezuHuLw	When I Get Home	Post Animal	The Garden Series	Post Animal	INDIFFERENT		2016.0	EP	324.0
v5U-kcnhKb4	Ralphie	Post Animal	When I Think Of You In A Castle	Post Animal	INDIFFERENT	4.4264708	2018.0	Album	
DENtwypOkSU	Ralphie	Post Animal	When I Think Of You In A Castle	Post Animal	INDIFFERENT		2018.0	Album	276.0
NwZn16MMOWI	When Worlds Collide	Powerman 5000	Tonight The Stars Revolt!	Powerman 5000	INDIFFERENT		1999.0	Album	
jD0LrnM269g	When Love Breaks Down	Prefab Sprout	Steve McQueen	Prefab Sprout	INDIFFERENT		1984.0	Album	
tOUdghTbRgk	L'isola di niente	Premiata Forneria Marconi	L'Isola Di Niente	Premiata Forneria Marconi	INDIFFERENT		1974.0	Album	
Hqts0yV65Cw	Monotony	Preoccupations	Preoccupations	Preoccupations	INDIFFERENT	4.4261603	2016.0	Album	
YJfSmCyEwXk	Back on the Chain Gang	Pretenders	Learning to Crawl	Pretenders	INDIFFERENT	4.4845257	1984.0	Album	
RXD8le4AebA	Back on the Chain Gang (2006 Remaster)	Pretenders	Pirate Radio (digital version)	Pretenders	INDIFFERENT		2006.0	Album	
KiGyk4B7-jA	Brass In Pocket	Pretenders	Pretenders	Pretenders	INDIFFERENT	4.2225313	1980.0	Album	
7IRnOa0e0Bs	Message of Love (2006 Remaster)	Pretenders	Pretenders II (Bonus Tracks)	Pretenders	INDIFFERENT		1981.0	Album	
8ESYcPMW2N4	Cuban Slide (2009 Remaster)	Pretenders	The Best of the Pretenders	Pretenders	INDIFFERENT		2008.0	Album	
qRivhrUEfDc	Samso	Pretty Lights	Taking up Your Precious Time	Pretty Lights	INDIFFERENT	4.3759589	2006.0	Album	
YE0QqNAMbAA	Here Come The Bastards	Primus	Sailing The Seas Of Cheese	Primus	INDIFFERENT		1991.0	Album	
vl8aB0xoehk	Deck Of Cards	Prince Far I	Under Heavy Manners	Prince Far I	INDIFFERENT		2008.0	Album	
d-nQL1jXoRY	Deck Of Cards	Prince Far I	Under Heavy Manners	Prince Far I	INDIFFERENT		1976.0	Album	
omHxpaKzpv8	Dead Meat	Prison	N.G.R.I.	Prison	INDIFFERENT		2017.0	EP	
KDjkrNCF1qY	Big Chief	Professor Longhair	Crawfish Fiesta (Remastered with Bonus Track)	Professor Longhair	INDIFFERENT		1980.0	Album	
O9JTSkTFH5s	Big Chief	Professor Longhair	Crawfish Fiesta (Remastered with Bonus Track)	Professor Longhair	INDIFFERENT		2012.0	Album	195.0
YdPDcp_4W-4	Gone So Long	Professor Longhair	The Louisiana Sound of Professor Longhair	Professor Longhair	INDIFFERENT		2011.0	Album	
23rnAs9BHkk	Snap Your Fingers, Snap Your Neck	Prong	Cleansing	Prong	INDIFFERENT		1994.0	Album	
BtGH60u6d-w	Shock & Amaze (Dirty) (feat. DJ Premier)	Prop Dylan	Shock & Amaze	Prop Dylan	INDIFFERENT		2011.0	Single	
99W1AoSbEmg	Blood Money	Protoje	Blood Money	Protoje	INDIFFERENT		2017.0	Single	
VXrdlByLk0A	The Thinker	Psychedelic Porn Crumpets	High Visceral (B-Sides)	Psychedelic Porn Crumpets	INDIFFERENT	4.9145632	2017.0	EP	
_NfoCvrBFp0	Gallop to Southport	Psychedelic Porn Crumpets	High Visceral, Pt. 1	Psychedelic Porn Crumpets	INDIFFERENT		2016.0	Album	
GUgtf47opj4	Cubensis Lenses	Psychedelic Porn Crumpets	High Visceral, Pt. 1	Psychedelic Porn Crumpets	INDIFFERENT		2016.0	Album	
SjZlsIXUs0c	Gurzle	Psychedelic Porn Crumpets	High Visceral, Pt. 2	Psychedelic Porn Crumpets	INDIFFERENT		2017.0	Album	
LtzhHkdJWWU	I Wanna Be Like You (triple j Like A Version)	Psychedelic Porn Crumpets	I Wanna Be Like You (triple j Like A Version)	Psychedelic Porn Crumpets	INDIFFERENT		2020.0	Single	
KinVQ4IKrQY	Tally-Ho	Psychedelic Porn Crumpets	SHYGA! The Sunlight Mound	Psychedelic Porn Crumpets	INDIFFERENT		2021.0	Album	
G5W3EYeSo7Y	Tally-Ho	Psychedelic Porn Crumpets	Shyga! The Sunlight Mound	Psychedelic Porn Crumpets	INDIFFERENT		2021.0	Album	203.0
6qWzTLc19s0	Social Candy	Psychedelic Porn Crumpets	Social Candy	Psychedelic Porn Crumpets	INDIFFERENT		2018.0	Single	
HrZH9Ix9A1k	Social Candy	Psychedelic Porn Crumpets	Social Candy	Psychedelic Porn Crumpets	INDIFFERENT		2018.0	Single	261.0
7OeqLjJtj48	Rise	Public Image Ltd.	Album	Public Image Ltd.	INDIFFERENT		1986.0	Album	
muQqts3-g1w	Let Me Love You Tonight	Pure Prairie League	Firin' Up	Pure Prairie League	INDIFFERENT		1980.0	Album	
QADvzQeiw9k	Free My Heart	Pure X	Pure X	Pure X	INDIFFERENT		2020.0	Album	
8mUnwN3KXRU	Fineshrine	Purity Ring	Shrines	Purity Ring	INDIFFERENT	4.5547266	2012.0	Album	
WJHrXCIeMtc	Counting On Me (feat. Aloe Blacc)	Purple Disco Machine	Counting On Me (feat. Aloe Blacc)	Purple Disco Machine	INDIFFERENT	4.3939395	2016.0	Single	
ACoVVUoZ40k	Lotus	Purporangejuice	Lotus	Purporangejuice	INDIFFERENT		2017.0	Single	
Lhv6PUUjqfQ	Marilyn Monroe Mambo	Pérez Prado	Vintage Music No. 51 - LP: Pérez Prado	Pérez Prado	INDIFFERENT		2010.0	Album	
PuP-CCx9hp4	Patricia	Pérez Prado y Su Orquesta	Coleccion Original	Pérez Prado	INDIFFERENT		1998.0	Album	
_rMdfi713Us	Goodbye, Horses	Q Lazzarus & Garvey	CLERKS II (Music From The Motion Picture)	Various Artists	INDIFFERENT		2010.0	Album	
VTvBQJOF2e0	Sambadi Didi	Quadro Nuevo	Mare	Quadro Nuevo	INDIFFERENT	4.5047617	2020.0	Album	
c3F15Hflaao	Meaning	Quantic	The 5th Exotic	Quantic	INDIFFERENT		2001.0	Album	
PjzoVh1QzqU	Tudo Que Voce Podia Ser	Quarteto Em Cy	Balearic World	Blandade Artister	INDIFFERENT		2012.0	Album	
WjfuLpoRy6k	Tudo Que Voce Podia Ser	Quarteto Em Cy	Quarteto Em Cy	Quarteto Em Cy	INDIFFERENT		1972.0	Album	
tobXs5WvNfQ	Genetic Science	Quasi	Sword of God	Quasi	INDIFFERENT	4.7142859	2001.0	Album	
k8Z_cJUmsm4	Seaside Rendezvous	Queen	A Night At The Opera	Queen	DISLIKE	4.1281772	1975.0	Album	
Vp4HMVk443Y	Seaside Rendezvous	Queen	A Night At The Opera (Deluxe Remastered Version)	Queen	INDIFFERENT		1975.0	Album	134.0
zTPKwcUNBpI	Innuendo	Queen	Innuendo (Deluxe Remastered Version)	Queen	INDIFFERENT		1991.0	Album	
QblKyi-_7Mc	Keep Yourself Alive (Live At The Rainbow, London / November 1974)	Queen	Live at the Rainbow ‘74	Queen	INDIFFERENT		2014.0	Album	
J98F6WT48P8	Radio Ga Ga	Queen	The Works	Queen	INDIFFERENT		1984.0	Album	
y3DIDrKBYkA	Jet City Woman (Remastered 2003)	Queensrÿche	Empire (Expanded)	Queensrÿche	INDIFFERENT		1990.0	Album	
3GIv4NCmbvU	Silent Lucidity (Remastered 2003)	Queensrÿche	Empire (Expanded)	Queensrÿche	INDIFFERENT		1990.0	Album	348.0
DZsyZUY-5Nw	Silk	Quiet Bison	Sequence	Quiet Bison	INDIFFERENT		2019.0	EP	
wJcFbMxZIPU	"""Sanford & Son Theme"" - NBC-TV (The Streetbeater)"	Quincy Jones	Quincy: A Life Beyond Measure (Music From The Netflix Original Documentary)	Various Artists	INDIFFERENT		2018.0	Album	188.0
Vs0XDJ9ph5s	"""Sanford & Son Theme"" - NBC-TV (The Streetbeater)"	Quincy Jones	You've Got It Bad Girl	Quincy Jones	INDIFFERENT		1973.0	Album	
5vWa-5pNM28	On the Block	R.A. the Rugged Man	Die, Rugged Man, Die	R.A. the Rugged Man	INDIFFERENT		2004.0	Album	
mMufnENBnm0	Nightswimming	R.E.M.	Automatic For The People	R.E.M.	INDIFFERENT		1992.0	Album	
JEaxLGNm7PQ	Drive	R.E.M.	Automatic For The People	R.E.M.	INDIFFERENT		1992.0	Album	
LeltptEDmrE	Monty Got A Raw Deal	R.E.M.	Automatic For The People	R.E.M.	INDIFFERENT		1992.0	Album	
p7aHDm5dxhs	Sweetness Follows	R.E.M.	Automatic For The People	R.E.M.	INDIFFERENT		1992.0	Album	
iyb1Mc0s6mI	Nightswimming	R.E.M.	Automatic For The People (25th Anniversary Edition)	R.E.M.	INDIFFERENT		1992.0	Album	258.0
Y2RsHiRXnCg	Sweetness Follows	R.E.M.	Automatic For The People (25th Anniversary Edition)	R.E.M.	INDIFFERENT		1992.0	Album	261.0
LnCmnFMPHQQ	Monty Got A Raw Deal	R.E.M.	Automatic For The People (25th Anniversary Edition)	R.E.M.	INDIFFERENT		1992.0	Album	197.0
n_7VBTFIbq8	The Wrong Child	R.E.M.	Green	R.E.M.	INDIFFERENT		1988.0	Album	
EpcV5gQC1Z8	What’s The Frequency, Kenneth?	R.E.M.	Monster	R.E.M.	INDIFFERENT		1994.0	Album	
8oC6pxjjGHw	Harborcoat	R.E.M.	Reckoning	R.E.M.	INDIFFERENT		1984.0	Album	
QuPXs8ZZVpE	Rolling and Tumbling	R.L. Burnside	Mississippi Hill Country Blues	R.L. Burnside	INDIFFERENT		2000.0	Album	
AL7G9bBKHd4	Old Black Mattie	R.L. Burnside	Too Bad Jim	R.L. Burnside	INDIFFERENT		1994.0	Album	
TLemyoshulg	Blunt Time	RBX	Dr. Dre Presents... The Aftermath	Various Artists	INDIFFERENT	4.1659827	1996.0	Album	
XKc7z-enzmA	Keep on Loving You	REO Speedwagon	Hi Infidelity	REO Speedwagon	INDIFFERENT	4.6780224	1980.0	Album	
t0kNPZuK80s	God Help the One's You Love	RINGO DEATHSTARR	God Help the One's You Love	RINGO DEATHSTARR	INDIFFERENT		2020.0	Single	
gZ2b6Liguig	Good Times Roll Pt. 2	RJD2	Deadringer: Deluxe	RJD2	INDIFFERENT		2002.0	Album	
XUVpcJhnjeU	moonchild	RM	mono.	RM	INDIFFERENT		2018.0	Album	
yIA4abFZfgA	Oceans	RY X	Oceans	RY X	INDIFFERENT	4.6322727	2020.0	Single	
cIHAu3pum2o	Holocaust (Silkworm)	RZA	RZA As Bobby Digital	RZA	INDIFFERENT		1998.0	Album	
2y6kop0VTXY	Street Spirit (Fade Out)	Radiohead	The Bends	Radiohead	INDIFFERENT	4.7464824	1995.0	Album	
Ioth_hCYMjQ	Black Mozart (feat. Inspectah Deck)	Raekwon	Only Built 4 Cuban Linx 2	Raekwon	INDIFFERENT	4.8312654	2009.0	Album	
JbyaPmv5Gc0	Sleep Now In the Fire	Rage Against The Machine	The Battle Of Los Angeles	Rage Against The Machine	INDIFFERENT		1999.0	Album	
EGlZ2OPt_b8	Since You Been Gone	Rainbow	Down To Earth	Rainbow	INDIFFERENT		1979.0	Album	
h5PjcJN-KoI	Gates Of Babylon	Rainbow	Long Live Rock 'n' Roll	Rainbow	INDIFFERENT		1978.0	Album	
KikLLLeyVOk	A Light In The Black	Rainbow	Rising	Rainbow	INDIFFERENT		1976.0	Album	
