	title	artist	album	albumArtist	likeStatus	averageRating	albumYear	albumType	duration_seconds
qCeGRQtA0PU	I Stay Away	Alice In Chains	Jar Of Flies	Alice In Chains	INDIFFERENT	4.7008128	1994.0	Album	
gWUZHVT-qQY	Down in a Hole	Alice In Chains	Nothing Safe - The Best Of The Box	Alice In Chains	INDIFFERENT		1999.0	Album	
TcA_vSQ34kE	Down In A Hole (Live at the Majestic Theatre, Brooklyn, NY - April 1996)	Alice In Chains	Unplugged	Alice In Chains	INDIFFERENT		1996.0	Album	
3EcqOR5gt_M	We Die Young	Alice in Chains	Facelift	Alice in Chains	INDIFFERENT	4.6155725	1990.0	Album	
1J256lLL4fU	I Love The Nightlife (Disco 'Round)	Alicia Bridges	I Love The Nightlife	Alicia Bridges	INDIFFERENT		1978.0	Album	
x62rX6BYeYE	A Reason	Alicks	Help Me Out	Alicks	INDIFFERENT	4.7176471	2015.0	Album	
bBRjLsNAYIw	In Chains	Alizzz	Whoa!	Alizzz	INDIFFERENT	4.3091264	2013.0	EP	
l158v-tIcgo	Saturn Jig	All Natural Lemon & Lime Flavors	All Natural Lemon & Lime Flavors	All Natural Lemon & Lime Flavors	INDIFFERENT		2001.0	Album	
qw3zPWMfV7I	Fishbelly 86 Onions	All Them Witches	ATW	All Them Witches	INDIFFERENT		2018.0	Album	
uFBnba_AXxo	Fishbelly 86 Onions	All Them Witches	Fishbelly 86 Onions	All Them Witches	INDIFFERENT		2018.0	Single	
CBBtt45GVxY	Terra Ignota	Allah-Las	Calico Review	Allah-Las	INDIFFERENT		2016.0	Album	
oTgAAy4LPf4	Nashua	Allen Toussaint	25 Best Of...	Allen Toussaint	INDIFFERENT		2018.0	Album	
LPICeC48sNc	Uptown Top Ranking	Althea & Donna	Reggae Anthology: Joe Gibbs - Scorchers From The Mighty Two	Various Artists	INDIFFERENT		2008.0	Album	
83wXbqyWlOg	Yüce Dag Basinda	Altin Gün	Yol	Altin Gün	INDIFFERENT		2021.0	Album	
q7daA-uyS-8	Yüce Dag Basinda	Altin Gün	Yol	Altin Gün	INDIFFERENT		2021.0	Album	259.0
7R7RUPBXb7M	Yüce Dag Basinda	Altin Gün	Yüce Dag Basinda						259.0
V0R9VVXOe-g	My Coo Ca Choo	Alvin Stardust	The Untouchable	Alvin Stardust	INDIFFERENT		1974.0	Album	
MDla-ODuhlg	Jealous Mind	Alvin Stardust	The Untouchable	Alvin Stardust	INDIFFERENT		1974.0	Album	162.0
kuqzlRlKDlY	Lose My Cool	Amber Mark	3:33am	Amber Mark	INDIFFERENT	4.6436515	2017.0	EP	
z5bVgD6KjQU	Kudasai (3 AM Feels)	Ambient	Lo-Fever: Sober Saturday Night Radio and Instrumental Chillwave Beats to Relax and Study	Various Artists	INDIFFERENT		2018.0	Album	
ZDryvXw_mNs	Nice, Nice, Very Nice (Live Version)	Ambrosia	Ambrosia	Ambrosia	INDIFFERENT		2008.0	EP	
k5gOehkLUTk	Biggest Part of Me	Ambrosia	One Eighty	Ambrosia	INDIFFERENT		1980.0	Album	
Ewg1LTLBGkE	How Much I Feel (Remastered Version)	Ambrosia	The Essentials: Ambrosia	Ambrosia	INDIFFERENT		2005.0	Album	283.0
ixulpvUtSvA	I Hope He Breaks Your Heart	American Aquarium	Dances For The Lonely	American Aquarium	INDIFFERENT		2009.0	Album	
rPXYpvC45qk	Down in the Valley (In the Style of Burl Ives) [Karaoke Version]	Ameritz Karaoke Entertainment	Karaoke (In the Style of Burl Ives)	Ameritz Karaoke Entertainment	INDIFFERENT		2012.0	EP	
7N6o_OQnpoQ	Mozambique	Amon Düül II	Lemmingmania	Amon Düül II	INDIFFERENT		1975.0	Album	
fbqqwgIWW5Q	Archangels Thunderbird	Amon Düül II	Lemmingmania	Amon Düül II	INDIFFERENT		1975.0	Album	
TpdDAQDlrr0	Kanaan	Amon Düül II	Phallus Dei	Amon Düül II	INDIFFERENT		1969.0	Album	
g-6PuzqoNYQ	Jail-House Frog	Amon Düül II	Wolf City	Amon Düül II	INDIFFERENT		1972.0	Album	
sfu-k9CKq2w	Archangels Thunderbird	Amon Düül II	Yeti	Amon Düül II	INDIFFERENT		1970.0	Album	
zZRi9SoASoE	Esther's	Amon Tobin	Bloodstone	Amon Tobin	INDIFFERENT		2007.0	Single	
5sOwlyoS4Xo	Esther's	Amon Tobin	Foley Room	Amon Tobin	INDIFFERENT				
UMXqhOzRVQQ	Esther's	Amon Tobin	Foley Room	Amon Tobin	INDIFFERENT		2007.0	Album	200.0
MP2AR7jrvzA	Chicken Shack Boogie	Amos Milburn	Chicken Shack Boogie	Amos Milburn	INDIFFERENT		1948.0	Single	
bh6MR4EFAz8	My Bad, Your Fault	Amtrac	Oddyssey	Amtrac	INDIFFERENT	4.609756	2020.0	Album	
2Q0u9qdGGVM	How Do I Survive	Amy Holland	Lost Hits Of The 80's (All Original Artists & Versions)	Various Artists	INDIFFERENT		2010.0	Album	
1exSrekJg8U	Smoke Dope And Rap	Andre Nickatina aka Dre Dog	The New Jim Jones	Andre Nickatina aka Dre Dog	INDIFFERENT	4.8640447	1993.0	Album	
OsSNdNuRbRA	Lonely Boy	Andrew Gold	What's Wrong with This Picture?	Andrew Gold	INDIFFERENT		1976.0	Album	
FoN3iNv7k3Q	Lonely Boy	Andrew Gold	What's Wrong with This Picture?	Andrew Gold	INDIFFERENT		1976.0	Album	
nlx9dYk6_PI	Peter & John	Andrew Wartts & The Gospel Story Tellers	Good God! Born Again Funk	Various Artists	INDIFFERENT		2010.0	Album	
n-EJQ9kjZ84	I Just Want To Be Your Everything	Andy Gibb	Flowing Rivers	Andy Gibb	INDIFFERENT		1977.0	Album	
jCdyXbRDwJo	Round and Round	Andy Starr	Andy Starr: Debut Recordings	Andy Starr	INDIFFERENT		2011.0	Album	
_ek7ZdZbovM	(Where Do I Begin) Love Story	Andy Williams	Andy Williams' Greatest Hits Vol.2	Andy Williams	INDIFFERENT		1973.0	Album	
GkVPOCX6gPo	Haunting & Heartbreaking	Angelo Badalamenti	Lost Highway	Various Artists	INDIFFERENT		1997.0	Album	
TSNJEQXshbw	La Gitane (feat. Serge Camps)	Angelo Debarre	Gypsy Guitars	Angelo Debarre	INDIFFERENT		1989.0	Album	
FjhhEt03fMc	Things Are Moving	Angry Angles	Things Are Moving	Angry Angles	INDIFFERENT	3.4067798	2016.0	Single	
XlQ3rZMcShY	Yang Yang	Anika	Anika	Anika	INDIFFERENT		2010.0	Album	
pxkEw-IWZV8	I Go to Sleep	Anika	Anika EP	Anika	INDIFFERENT		2013.0	EP	
0pmz738u9to	Grass	Animal Collective	Feels	Animal Collective	INDIFFERENT	3.7634408	2005.0	Album	
HDkmp5ZvrDo	Natural Selection	Animal Collective	Painting With	Animal Collective	INDIFFERENT	4.2713757	2016.0	Album	
K-FrlY1EG_I	Cafo	Animals As Leaders	Animals As Leaders	Animals As Leaders	INDIFFERENT		2009.0	Album	
qsNVmdcc5-o	Tea for Two	Anita O'Day	Jazz on a Summer's Day	Various Artists	INDIFFERENT		1965.0	Album	
qeeuuu5jQeE	Vaya Con Dios	Anita O'Day	The Lady Is A Tramp	Anita O'Day	INDIFFERENT		1952.0	Album	
rt-Ws5JpTnI	Ring My Bell (12' Version) (Re-Recorded)	Anita Ward	Ring My Bell (Dubstep Remix)	Anita Ward	INDIFFERENT		1979.0	EP	491.0
doMxd4Q7N0Q	I Didn't Take Your Man	Ann Peebles	Greatest Hits	Ann Peebles	INDIFFERENT		1990.0	Album	
-Oq9pfQwJkU	Bottle Of Wine	Anne Hills	Best Of Friends	Anne Hills	INDIFFERENT		2004.0	Album	
8iXsGw7bEbU	Up in Mine	Anthems	Up in Mine	Anthems	INDIFFERENT		2014.0	Single	
L_8AiIut4Cs	Reggae Feeling	Anthony Johnson	Reggae Feeling	Anthony Johnson	INDIFFERENT		1983.0	Album	
MCWZsAROnew	Idle on Parade	Anthony Newley	Why?	Anthony Newley	INDIFFERENT		2011.0	Album	
gbAgCdDu9WI	Got The Time	Anthrax	Persistence Of Time (30th Anniversary Remaster)	Anthrax	INDIFFERENT		1990.0	Album	
qg5fpPbhms4	Only	Anthrax	Sound of White Noise - Expanded Edition	Anthrax	INDIFFERENT		1993.0	Album	
S9BtcAgrtvY	Waltz for Django	Antonio Forcione	Tears of Joy	Antonio Forcione	INDIFFERENT		2005.0	Album	
az35Sjh-9E8	Cock/ver10	Aphex Twin	Drukqs	Aphex Twin	INDIFFERENT	5.0	2001.0	Album	
yj4Lr9IYXHQ	Custom	Apollo Brown	SkilledTrade	Apollo Brown	INDIFFERENT				
rA7KC225dxA	Goodbye (with Soap & Skin)	Apparat	The Devil's Walk	Apparat	INDIFFERENT		2011.0	Album	
LRWRB6urVkg	She's The One For Me	Aquatones	Doo-Wop Classics Vol. 2 [Fargo Records]	Various Artists	INDIFFERENT		2007.0	Album	
9gyMLJlZqq0	Canyon	Ara Macao	Club Meduse Compiled by Charles Bals	Various Artists	INDIFFERENT		2018.0	Album	
0jxJSSj3X18	Web in Front	Archers of Loaf	Icky Mettle	Archers of Loaf	INDIFFERENT	4.1272726	1993.0	Album	
v3jSESyNTB8	He's a Vampire	Archie King	Scary Monsters Halloween Party		INDIFFERENT				
Zfei2idzVTg	Arabella (Live)	Arctic Monkeys	Arabella (The Royal Albert Hall) [Live]	Arctic Monkeys	INDIFFERENT		2020.0	Single	
Yx-m18KwIfQ	Catapult	Arctic Monkeys	Cornerstone	Arctic Monkeys	INDIFFERENT	4.8615985	2009.0	EP	
RgMiwZ8IAwg	The Blond-O-Sonic Shimmer Trap	Arctic Monkeys	Don't Sit Down 'Cause I've Moved Your Chair	Arctic Monkeys	INDIFFERENT	4.8121328	2011.0	Single	
G8NklW-0JtQ	Every Girl (Wants My Guy)	Aretha Franklin	Get It Right	Aretha Franklin	INDIFFERENT		1983.0	Album	
N3LluT6gj5o	Round and Round	Ariel Pink's Haunted Graffiti	Round And Round	Ariel Pink's Haunted Graffiti	INDIFFERENT		2010.0	Single	
2O-0Bbeoh0I	Rock Crazy Baby	Art Adams	Jukebox Hits for You and Me, Vol. 2	Various Artists	INDIFFERENT		2016.0	Album	
IbThUy6xaLY	Bruit, silence - Bruit, repos	Art Zoyd	Symphonie pour le jour où brûleront les cités	Art Zoyd	INDIFFERENT		1976.0	Album	
b9nqRUsMnAs	Gloomy Sunday	Artie Shaw	The Masters of Jazz: 33 Best of Artie Shaw & Ben Webster	Various Artists	INDIFFERENT		2011.0	Album	
9BhsTTftWno	Endless Skies	Ashbury	Endless Skies	Ashbury	INDIFFERENT		1983.0	Album	457.0
js6jUlD3l90	New Years	Asobi Seksu	Citrus	Asobi Seksu	INDIFFERENT		2006.0	Album	
GWXpkzQSTIw	Nefi + Girly	Asobi Seksu	Citrus	Asobi Seksu	INDIFFERENT		2006.0	Album	
G2doN4kZRio	Strings	Asobi Seksu	Citrus	Asobi Seksu	INDIFFERENT		2006.0	Album	
Kioo8sY38gY	Me & Mary	Asobi Seksu	Me & Mary	Asobi Seksu	INDIFFERENT		2008.0	Single	188.0
mam4Nazh4vM	Me & Mary	Asobi Seksu	Me & Mary b/w Breathe Into Glass	Asobi Seksu	INDIFFERENT		2008.0	Single	
NrO0xvCPc-k	Bob Dylan's 115th Dream	Asobi Seksu	Subterranean Homesick Blues: A Tribute to Bob Dylan's 'Bringing It All Back Home'	Various Artists	INDIFFERENT		2010.0	Album	
YeCr10wm2E8	Trails	Asobi Seksu	Trails	Asobi Seksu	INDIFFERENT		2011.0	Single	
jmsqx6rbLaw	Trails	Asobi Seksu	Trails	Asobi Seksu	INDIFFERENT		2011.0	Single	241.0
uqwR8QKXch8	Place With You	Astronauts, etc.	Mind Out Wandering	Astronauts, etc.	INDIFFERENT	4.6710877	2015.0	Album	
-hmgMJBPMSE	Here's That Rainy Day	Astrud Gilberto	So Nice	Astrud Gilberto	INDIFFERENT		2016.0	Album	
q4IM5vY-JEQ	I A Rebel Soul	Aswad	Aswad	Aswad	INDIFFERENT		1902.0	Album	
oyj_KJUKhUs	Not Guilty	Aswad	Hulet	Aswad	INDIFFERENT		1978.0	Album	
-W3mIFhEFmc	Imaginary Lover	Atlanta Rhythm Section	Champagne Jam	Atlanta Rhythm Section	INDIFFERENT		1978.0	Album	307.0
3l4BC3h4Z1Y	Always Coming Back Home To You	Atmosphere	Seven's Travels	Atmosphere	INDIFFERENT		2003.0	Album	
Z0RTstVkmB0	Your Glass House	Atmosphere	When Life Gives You Lemons, You Paint That Shit Gold	Atmosphere	INDIFFERENT	4.7761192	2008.0	Album	
gStAmd6PtfQ	Golden Hour	Attom	Golden Hour	Attom	INDIFFERENT		2018.0	Single	182.0
BMU1L5_q9Vg	Only You	Attom	Only You	Attom	INDIFFERENT		2022.0	Single	196.0
45cChGoNtkY	Let Go, It's Over	Aura	Magic Lover / Let Go, It's Over	Aura	INDIFFERENT		2016.0	Single	
aVTfhz7ZAJI	Are You Single?	Aurra	Send Your Love	Aurra	INDIFFERENT		2011.0	Album	
Wu50AWC4oLY	I Am Not Waiting (Shura Remix)	Austra	I Am Not Waiting (Shura Remix)	Austra	INDIFFERENT	4.7333331	2020.0	Single	
5Amux8FK-gs	Piezo	Autechre	Amber	Autechre	INDIFFERENT	5.0	1994.0	Album	
8Wz5063mkYw	Running	Autograf	Running	Autograf	INDIFFERENT	3.7545788	2015.0	Single	
Gr7QNHiaEno	Gonna Die	Autre Ne Veut	Anxiety	Autre Ne Veut	INDIFFERENT		2013.0	Album	
YgUqEF2GDpw	Counting	Autre Ne Veut	Anxiety	Autre Ne Veut	INDIFFERENT		2013.0	Album	
y7D6Bwh39tI	Everybody Bounce	Aztec Tribe	Straight from Tha Zone	Aztec Tribe	INDIFFERENT		2018.0	Album	
uJ6JPsC1EvQ	City 2 City	B-Legit	The Hemp Museum	B-Legit	INDIFFERENT	4.6091142	1990.0	Album	
_qQY0XdsqBk	My Everything	B-Lovee	My Everything	B-Lovee	INDIFFERENT		2021.0	Single	
kmwaEJn_5K0	A Quiet Life	B-Side	Rosebuds	B-Side	INDIFFERENT		2019.0	Album	
ze3hJUbTGiw	A Quiet Life	B-Side	Rosebuds	B-Side	INDIFFERENT		2019.0	Album	173.0
O4yGqS0GOj0	Don't You Lie To Me	B.B. King	King Size	B.B. King	INDIFFERENT		1977.0	Album	
8sbOgthqJ5Y	Hold On (I Feel Our Love Is Changing) (feat. The Crusaders)	B.B. King	Midnight Believer	B.B. King	INDIFFERENT		1978.0	Album	
S3BQZCQ9A2I	Get a Lil' Stupid (Extended Version)	B.M.W.	Get a Lil' Stupid	B.M.W.	INDIFFERENT		1990.0	EP	
ewyu4dIVj-8	My Maria	B.W. Stevenson	My Maria	B.W. Stevenson	INDIFFERENT		1973.0	Album	152.0
xfrb0ItD_4c	Gimme	BANKS	Gimme	BANKS	INDIFFERENT	4.3693509	2019.0	Single	
fTHXCcwhrn8	Drowning	BANKS	Goddess (Deluxe)	BANKS	INDIFFERENT	4.4908395	2014.0	Album	
0IcMGxtpLp0	Raindrops Keep Fallin' on My Head	BJ Thomas	BJ Thomas: Greatest Hits	BJ Thomas	INDIFFERENT	4.5868468	2004.0	Album	
BA2K5BWZWA8	Lakeside	BLK JKS	After Robots	BLK JKS	INDIFFERENT	3.7578948	2009.0	Album	
yUzh9-P428E	Standby	BLK JKS	After Robots	BLK JKS	INDIFFERENT		2009.0	Album	
2rvb5XUysDg	Eureka	Babe Rainbow	Double Rainbow	Babe Rainbow	INDIFFERENT	4.8335724	2018.0	Album	
1A2pO8YODYM	Ready for Tomorrow	Babe Rainbow	Ready for Tomorrow	Babe Rainbow	INDIFFERENT		2021.0	Single	220.0
