	lastfm_fuzzy_id
gwXwm4cnyaY	the crests classic dance with doo wop accent, vol. 3 step by step
4mi2uXATgVw	the diamonds highlights from the soundtrack of american graffiti little darlin'
56bDHmXY-J8	the diamonds jukebox hits of 1957 vol.3 the stroll
8BAi9mrtxUQ	the doors strange days you're lost little girl
GrQpWbQLwTI	the drifters doo wop classics, vol. 5 fools fall in love
vqSEiUrsEP8	the diamonds the best of the diamonds the church bells may ring
nlkCO9MxBcc	the diamonds the best of the diamonds the church bells may ring
mGYG5yEKmaA	the diamonds the best of the diamonds the church bells may ring
vHDvQ1UKOmg	the diamonds the best of the diamonds the church bells may ring
E7Yp3CDroi8	the diamonds the best of the diamonds the church bells may ring
oPneIGUid0I	the diasonics origin of forms balance
pppsSEnlDI8	the dice man polygon window
illTnLNExzI	the dice man polygon window
fKQax11rvg8	the dice man polygon window
a5keKZFlX14	the dictators go girl crazy! california sun
m288UGE4wMY	the dictators go girl crazy! i got you babe
-fDV8l2PUho	the dictators go girl crazy! (i live for) cars and girls
JHRy6_nFyPs	the dictators go girl crazy! i got you babe
CWVR-vMUBKA	the dictators go girl crazy! two tub man
GFNqlVWmfYY	the dictators go girl crazy! the next big thing
tllCXKyTkUs	the dictators go girl crazy! california sun
KRB8D8U0zMk	the dictators go girl crazy! two tub man
eEarAJWua5U	the dictators go girl crazy! two tub man
LfzOIrK0Lac	matthew dear slowdance ep slowdance
NvF1uBTBEJk	the dilettantes 101 tambourines like crazy
D9b09-fnlmc	the dilettantes 101 tambourines like crazy
XponfVIz_Ts	the dilettantes 101 tambourines like crazy
Ct02NA_w3w0	the dilettantes 101 tambourines like crazy
kd_5ItV42p4	the dilettantes 101 tambourines like crazy
2LXRtq1lqVM	the dilettantes 101 tambourines like crazy
11yeueBfpFo	the dilettantes 101 tambourines like crazy
fCyzWxDKuig	the dilettantes 101 tambourines like crazy
0brWorRO5aI	the dilettantes 101 tambourines like crazy
7UC8dqL5q_8	the dilettantes 101 tambourines like crazy
n6-bC0Gwlg4	the dilettantes 101 tambourines like crazy
Ncdr1N9uuH0	the dilettantes 101 tambourines like crazy
2jonPP45j9c	the dillards wheatstraw suite she sang hymns out of tune
0IH9ULyEw0Q	the dining rooms experiments in ambient soul afrolicious
v625Dj9svQI	the ventures walk - don't run: the best of the ventures road runner
Vj4YsTkBmkU	the diogenes club do you know how to feel it? do you know how to feel it?
jTDiEiSYE2c	the dip atlas atlas
5G6XMDvpidk	the dip the dip delivers slow sipper
Sd8gHy24568	the dip the dip candice (in the morning)
Vp3sRWO6MWI	the dip the dip the dip (pts. i & ii)
OsMK1n6JZl4	the dip the dip tryin'
OmvaJYGuvCE	the dip the dip i'm lonely
st_UktHsgiU	the dip the dip state line
_qC1p3VPNpE	the dip the dip o.p. jebediah
nK1LzNzpqrk	the dip the dip tryin'
H0Kq0rCg0kY	the dip the dip don't make me wait
RzDrpkwBvFQ	the dip the dip working man
V7n-8c1IgZY	the dip the dip solstice
SHoT1n_w8oI	the dip the dip ain't necessary (the prince)
PP6fVEJEwTA	the dip the dip delivers atlas
1cgG7C6F03g	the dip sure don't miss you sure don't miss you
EUzTOfCYOQY	the dip the dip delivers sea snake
532NkC77938	the dip the dip delivers slow sipper
RUIipl8zEOE	the dip the dip delivers atlas
2OdZqlAOAnY	the dip the dip delivers atlas
EgobcvoYrzA	the dip the dip delivers atlas
1Fa90NVCoew	the dip the dip delivers sea snake
djB1HNIS6Wk	the dip the dip delivers slow sipper
qcTvllxsYHo	the dip the dip delivers atlas
p7LKlwQuzlw	the dip won't be coming back won't be coming back
gJH7nifatl4	the dip won't be coming back won't be coming back
qMugkCf4WPU	the dip won't be coming back chanterelle
skOMEXsSxVg	the diplomats cam'ron presents the diplomats - diplomatic immunity  i'm ready (explicit)
2F4A-Zwsj88	the diplomats cam'ron presents the diplomats - diplomatic immunity  i'm ready (explicit)
qUY6KC6C4Dg	the diplomats cam'ron presents the diplomats - diplomatic immunity  i'm ready (explicit)
C20NbxvbZfY	the diplomats cam'ron presents the diplomats - diplomatic immunity  i'm ready (explicit)
THXCuhbN9z0	the polish ambassador diplomatic immunity bikini break
kC418ce_QUU	taj mahal the rolling stones rock and roll circus  leaving trunk (bonus)
N44iSUJno04	the dirty nil higher power no weaknesses
nnjUKg8AMkA	the dirty nil higher power no weaknesses
uyDIQdrBYQo	the drifters under the boardwalk under the boardwalk
PmvAhTTPot0	the white stripes hand springs hand springs
jPvbefbAN1M	shakey graves shakey graves on audiotree live  roll the bones (audiotree live version)
3qtcUD5Yajo	the divine comedy casanova something for the weekend
I4J0gOonfh8	the divine comedy casanova something for the weekend
5wRiPz18pso	the who my generation the ox
OuC519ni1aE	the dixie cups the dixie cups' another boy like mine chapel of love
RKjVuMq7O7g	the dixie cups the dixie cups' another boy like mine chapel of love
nXrePa7wrDk	the dixie cups the very best of the dixie cups: chapel of love no true love (mono)
wV97pFpp_M4	the beatles the beatles honey pie
DRw6OCw-sXU	the dodos no color black night
Xnz4NsHdttQ	the doors the soft parade do it
2YVqtTwQ8Uw	the dodos visiter winter
mJBqtRJ1Ick	the dodos visiter walking
kzkgz2mYuEs	the dodos visiter the season
0S401xZNhG8	the dodos visiter walking
cp67NIPhRDI	the dodos visiter walking
oyuLr43LQQU	the dodos visiter winter
dm-wDL0LQxM	the dodos visiter fools
i_u0pLm8bsQ	the dodos visiter god?
JaKC1Klq3d4	the dodos visiter the season
lYK8XHwr_CI	the dodos visiter walking
wHoZepqugX0	the dodos visiter winter
maoWfxRIrtc	the dodos visiter fools
m-DG0_M4kuo	the dodos visiter red and purple
_Z5vO3IVsUA	the dodos visiter god?
2QPZfKULI-g	the dolly rocker movement our days mind the tyme the ecstacy once told
tJP_rjyJu1I	the dolly rocker movement our days mind the tyme the ecstacy once told
l5jGCOLjKdw	the dolly rocker movement our days mind the tyme the ecstacy once told
Fj7iCKVcfRI	the dolly rocker movement our days mind the tyme the ecstacy once told
NKlDe2Us5Ws	the dolly rocker movement our days mind the tyme the ecstacy once told
tOBmqg884v8	the dolly rocker movement our days mind the tyme the ecstacy once told
3eNgUbAmXYk	the dolly rocker movement our days mind the tyme the ecstacy once told
ntQs3T13GSg	the dolly rocker movement our days mind the tyme the ecstacy once told
Kz5T1aIyZqg	the dolly rocker movement our days mind the tyme the ecstacy once told
aBMG5LAtNqE	the dolly rocker movement our days mind the tyme the ecstacy once told
RCfuFLL4Gts	the dominoes presenting the dominoes sixty minute man
09EarjR-UPU	the dominoes presenting the dominoes sixty minute man
KE9_5pi160Q	the dominoes the dominoes collection 1951-59, vol. 2 star dust
dNTwActJocA	the dominoes the dominoes collection 1951-59, vol. 2 star dust
5A1uqJu-MvE	the cars shake it up shake it up
g5Wgv8RyA-M	the doors the doors back door man
oUPuo6X7oaU	the doobie brothers best of the doobies china grove (2006 remaster)
OBwlr65TbJA	the doobie brothers best of the doobies jesus is just alright
-WIwVrdYeTY	the doobie brothers best of the doobies takin' it to the streets
exnHAdopRxA	the doobie brothers best of the doobies  what a fool believes
pIscOFOSh5k	the doobie brothers best of the doobies long train runnin'
zbmUCS5GEVM	the doobie brothers best of the doobies listen to the music [long version]
fYJv3jZ_8AQ	the doobie brothers the very best of the doobie brothers listen to the music (single version) [2006 remaster]
TYo5-EUE65E	the doobie brothers livin' on the fault line you belong to me
SgwoDpED510	the doobie brothers livin' on the fault line echoes of love
qKlvXKUCguI	the doobie brothers long train runnin' long train runnin'
o1BqHjNafRk	the doobie brothers minute by minute what a fool believes
Rq-7NgH-hcs	the doobie brothers minute by minute minute by minute
_EbBsNp9tbI	the doobie brothers minute by minute steamer lane breakdown
sJEK_81fOpU	the doobie brothers best of the doobies long train runnin'
WwxAKJX9jdw	the doobie brothers one step closer real love
P3WD202LouI	the doobie brothers stampede slack key soquel rag
uSSxEGlf6WU	the doobie brothers stampede take me in your arms (rock me a little while)
CVsLEI-hCXw	the doobie brothers long train runnin' long train runnin'
RX7iHsAIw9o	the doobie brothers the captain and me china grove
zJTd2PoytiE	the doobie brothers the very best of the doobie brothers jesus is just alright with me (2006 remaster single version)
JNg-iQiD8Kg	the doobie brothers the warner bros. years 1971-1983 what a fool believes
8DqNFsPFfes	the doobie brothers toulouse street jesus is just alright
zqtrE-iZsz0	the doobie brothers toulouse street rockin' down the highway
8pz1xPxfWBs	the doobie brothers toulouse street toulouse street
S3ta4T9tIUM	the doobie brothers toulouse street listen to the music
RsP3rFJJk1Y	the doobie brothers what were once vices are now habits black water
YGcBjGFUd60	the doors the doors soul kitchen
25Cc16mWVMA	the doors strange days when the music's over
DTBRERuIIY0	the doors behind closed doors - the rarities break on through (live at the isle of wight festival, england, 1970)
AVlnl1WldvQ	the doors behind closed doors - the rarities been down so long (alternate take)
ywvzmoBp-R4	the doors behind closed doors - the rarities been down so long (alternate take)
jE9a-p3TRFA	the doors behind closed doors - the rarities riders on the storm (alternate take)
BZUM5m3vrQU	the doors full circle the piano bird
-JhkJjQwD-0	the doors l.a. woman l'america
dV0buYqrRo4	the doors l.a. woman crawling king snake
5bdC7k2Nu4s	the doors l.a. woman the wasp (texas radio and the big beat)
JpHJcwnZY34	the doors l.a. woman the changeling
vHXjcdNIN-Q	the doors l.a. woman l.a. woman
lJZTgynPGT8	the doors l.a. woman riders on the storm
bJuDD93JbOw	the doors l.a. woman been down so long
YZKCa2gD1BA	the doors l.a. woman cars hiss by my window
Aeh_cU0pmR8	the doors l.a. woman hyacinth house
5iqfXaGliq8	the doors l.a. woman love her madly
9uFzNRCgbas	the doors l.a. woman love her madly
t_DbxUaYiZQ	the doors l.a. woman riders on the storm
7fNqDloOAMA	the doors l.a. woman the wasp (texas radio and the big beat)
PwvF23bvgTM	the doors l.a. woman cars hiss by my window
we0oo9t1gAQ	the doors l.a. woman the wasp (texas radio and the big beat)
uGoWF2U9yYo	the doors l.a. woman crawling king snake
ACUppSvBR3I	the doors l.a. woman l.a. woman
BtT87nqJxKw	the doors l.a. woman hyacinth house
LuwTuc1cNWc	the doors l.a. woman love her madly
Iil4QtDzz-A	the doors l.a. woman been down so long
AqA4LGMNb78	the doors l.a. woman l.a. woman
WLgKnN58I5I	the doors l.a. woman been down so long
Hs_Xo4GglWo	the doors l.a. woman l.a. woman
YOlsTNGEeEc	the doors l.a. woman l.a. woman
UWSKI83A_X8	the doors l.a. woman l.a. woman
nvXELPXj7WU	the doors l.a. woman been down so long
6Wu9xh71d2g	the doors l.a. woman l.a. woman
42jlK_L8heM	the doors l.a. woman l.a. woman
iJQYhokjQ08	the doors l.a. woman the changeling
KyV3F2eD6nM	the doors riders on the storm  riders on the storm (sunset sound demo)
rhxIBLyMPBA	the doors l.a. woman l.a. woman
0r6Y_UNfP7w	the doors l.a. woman l.a. woman
RQcLKtKbt1w	the doors l.a. woman been down so long
wTE7ENchpGU	the doors l.a. woman l'america
43PwHNghc2w	the doors l.a. woman crawling king snake
7QZ4sxapXLc	the doors l.a. woman riders on the storm
dVHCbqVTWEM	the doors l.a. woman hyacinth house
_ktgFbAGHi8	the doors l.a. woman the changeling
1_Pwv4-4HFk	the doors light my fire the crystal ship
cWVRzieqNKs	the doors light my fire light my fire (mono) [single version]
U6Rix-5RDP0	the doors live at the bowl '68 hello, i love you (live at the hollywood bowl, 1968)
oOUevrNvSlc	the doors live at the bowl '68 hello, i love you (live at the hollywood bowl, 1968)
zdccad7TH7Q	the doors live at seattle center coliseum 1970 when the music's over (live)
7FTval2drRw	the doors live at seattle center coliseum 1970 when the music's over (live)
maqz3eH8_qw	the doors live at the isle of wight festival 1970 when the music's over (live at the isle of wight festival 1970)
6lnoM25D-js	the doors morrison hotel peace frog
eyjZUR5-tdY	the doors morrison hotel the spy
ENIbGONsdUg	the doors morrison hotel blue sunday
75dZn_Te_y8	the doors morrison hotel ship of fools
BVAXpCJGW50	the doors morrison hotel queen of the highway
klrKliyfHKs	the doors morrison hotel indian summer
VUI-ELCdjxo	the doors morrison hotel waiting for the sun
T6ula2LIFu0	the doors morrison hotel land ho!
l1WlN5BlcO0	the doors morrison hotel queen of the highway
qzYHhHJEll0	the doors morrison hotel ship of fools
nmSRL6cnglc	the doors morrison hotel land ho!
WMnI0bO0m4U	the doors morrison hotel the spy
fIfbzqhk7pc	the doors morrison hotel blue sunday
jfnrvytO-GY	the doors morrison hotel indian summer
TQn8inuuGbQ	the doors morrison hotel peace frog
A3qtacQvsFc	the doors morrison hotel waiting for the sun
QcmeITNB_NU	the doors morrison hotel maggie m'gill
uMn6jhf35XM	the doors morrison hotel you make me real
yV9DJwJKWMw	the doors morrison hotel roadhouse blues
y5nVJEqvOaQ	the doors riders on the storm  riders on the storm (sunset sound demo)
6BFDRY2Ijdk	the doors strange days unhappy girl
ZuWqrBaq9xE	the doors strange days you're lost little girl
KElzMBKBGZo	the doors strange days i can't see your face in my mind
AVez4RS7IJw	the doors strange days love me two times
-NyC6mrutj0	the doors strange days people are strange
nOJSmXSFCWk	the doors strange days when the music's over
tHOK87ozcho	the doors strange days strange days
iNilmUzcB0s	the doors strange days moonlight drive
oVWNkW21BeA	the doors strange days horse latitudes
nNCI5PwCEfE	the doors strange days my eyes have seen you
63xcT7OYJ0g	the doors strange days i can't see your face in my mind
Jz_AXpHlwvw	the doors strange days  unhappy girl
TAOOcw7gcCs	the doors strange nights of stone rock me (live in vancouver, 1970)
nc58fcMWEjE	the doors strange nights of stone the end (live at the hollywood bowl, 1968)
sYGHfOwd0As	the doors strange nights of stone mystery train / crossroads
j5C_Z9O65QY	the doors strange nights of stone summertime (instrumental) [live at the matrix]
LQ3bOIYUSg8	the doors strange nights of stone gloria
N1Ui_uAhnns	the doors strange nights of stone rock me (live in vancouver, 1970)
da-YC_a9A9w	the doors strange nights of stone the end (live at the hollywood bowl, 1968)
2TGzgJJeyC4	the doors the complete studio albums soul kitchen
T2Pu9SA9v5A	the doors the complete studio albums soul kitchen
izKXzgwLGfs	the doors the complete studio albums soul kitchen
CI5tF81pvLg	the doors the complete studio albums waiting for the sun
9kZCWlnO-bQ	the doors the complete studio albums people are strange (2012 botnick mix)
kLbfviLC09k	the doors the doors soul kitchen
nbtEkZIvMAg	the doors the doors alabama song (whisky bar)
sO6ouK39mf8	the doors the doors end of the night
p1IEQr2bOns	the doors the doors twentieth century fox
jKU74Uns9_0	the doors the doors light my fire
GKa1W4a_5mI	the doors the doors the crystal ship
NFeUko-lQHg	the doors the doors break on through (to the other side)
WTwNzhLvRGs	the doors the doors back door man
BXqPNlng6uI	the doors the doors the end
4Bmy2fWQjRU	the doors doors i looked at you
pJt7s7IZ1II	the doors the doors take it as it comes
HbhrgXlM5DI	the doors the doors back door man
rbulIrN4scs	the doors the doors  the crystal ship
NOW7i7aWQoE	the doors the doors  the end
Jz64hJ2XKjQ	the doors the doors  end of the night
1zR1z4MdTBE	the doors the doors  soul kitchen
zg9JzC-Unqo	the doors the doors take it as it comes
n4vy5wZ9les	the doors the doors break on through (to the other side)
RAiuUCCcdJI	the doors the doors  the end
haZpwAm_xEY	the doors the future starts here: the essential doors hits love street
9XekaBAEB2M	the doors the future starts here: the essential doors hits love street (new stereo mix)
zJxJaV_oTd4	the doors greatest hits hello, i love you
WIItUjgjQqc	the doors the doors soul kitchen
-bULyMX9Pfk	muddy waters my home is in the delta don't get no further
fWXiz99zWAI	the doors the soft parade touch me
cwrJelMk5e4	the doors the soft parade touch me
4YWPhmduSDQ	the doors the soft parade the soft parade
EZaQyYgAGfQ	the doors the soft parade touch me
oq2FdaHOLYc	the doors the soft parade do it
2wPKj4hY3Y0	the doors the very best of the doors waiting for the sun (new stereo mix)
gMlyBF1lXn0	the doors the very best of the doors love me two times
1hrgT_ZDUvs	the doors the very best of the doors riders on the storm (new stereo mix)
4aMamzJUdCc	the doors the very best of the doors riders on the storm (new stereo mix)
qvI4c2EjpvM	the doors the very best of the doors riders on the storm (new stereo mix)
0NTg4Z_R_sU	the doors the very best of the doors riders on the storm (new stereo mix)
IsbIXm30c8k	the doors the very best of the doors riders on the storm (new stereo mix)
