videoId	title	album	artist
FExBwfQHXlE	Feels So Good	Feels So Good	Chuck Mangione
g8BSGaW1-JI	Seven Days Too Long	100 Greatest Northern Soul Classics	Chuck Wood
WXePQk3iIVY	Outside Blasts	Circulatory System	Circulatory System
8pRcLfvdoLE	Waves of Bark and Light	Circulatory System	Circulatory System
ULgPNlTfinM	Velvet Garden	Neon Impasse	City Girl
LbtJoa91r08	Save Your Scissors	Sometimes	City and Colour
d8dL4669L-8	Flaming Hot Cheetos	diary 001	Clairo
EF7GnA6ME_0	Back Door Santa	Soul Christmas	Clarence Carter
R5Az4NHNNpg	It Was Good Enough for Daddy	Super Funky Seventies	Clarence Reid
EMN3N6oyDv0	Rather Be (feat. Jess Glynne)	New Eyes	Clean Bandit
hp0KiJs0S5g	When I'm in Your Arms	Rose in the Dark	Cleo Sol
LwpKITT1Vxg	Love Is My Business	50 Rockabilly 1950s Teenage Classics	Cliff Gleaves
mO-daU0n0-M	Miss You Nights (2001 Remaster)	I'm Nearly Famous	Cliff Richard
C9u1tMKoGP4	Harmony (VAGO Remix)	Harmony Remixes	CloZee
_V5r4mwUIos	Let Yourself Be Huge	Let Yourself Be Huge	Cloudkicker
uuVIxSx5Fqk	Ode To Billie Joe	The Imperial And Minit Years	Clydie King
w9TvVB8cP6c	Loco	Coal Chamber	Coal Chamber
y3PKcVd7UtM	Daybreak	Daybreak	Cocabona
Y1cDY0VK1Ac	Lemonade	Grey Oceans	CocoRosie
GC4Gp9bEdL8	Shallow Then Halo	Garlands	Cocteau Twins
JVx0li_Hihk	in Our Angelhood	Head Over Heels	Cocteau Twins
szvzoyKnnmo	Athol-brose	Blue Bell Knoll	Cocteau Twins
EGkBSZgqrQA	I Wear Your Ring	Heaven Or Las Vegas	Cocteau Twins
tHc2ZV1AOX8	Another Year	Songs (Extended Version)	Cody
zlfr4fB0u8A	Stupid Love Song	Rupture - Pyschosis	Coffin Break
ydLK7D4jnIY	Open up Your Chakra	I Give to You My Love and Devotion	Cola & Jimmu
IJTIOT4RFIw	Makes Her Sick	Cold	Cold
oBV7J_sNOHE	Big Road Blues	Blue Highways	Colin James
EOBaAhYPQoA	Gel	Collective Soul	Collective Soul
NDCkOiuSa68	Smashing Young Man	Collective Soul	Collective Soul
v_0dQwibEEA	Heavy	Dosage	Collective Soul
ENoReI8iM90	Heavy	7even Year Itch: Collective Soul Greatest Hits (1994-2001)	Collective Soul
ls8vTZcfBHQ	Jumping Off the Sun (US Version)	Valentyne Suite	Colosseum
gqOsugXz8fo	Dark Side of the Moog	Strange New Flesh	Colosseum II
cVgFvYcOKC8	Sail On	Midnight Magic	Commodores
0QAd5TM8-so	Sail On	All The Great Love Songs	Commodores
XfpQ109jIdA	I Used to Love H.E.R.	Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas	Common
0Zrqua55oDo	1999 (Street) (feat. Sadat X)	1999 / Like They Used To Say (Remixes)	Common
vZ12oJ-EhEA	Little Steps	Little Steps	Computers Want Me Dead
Zygs5cyNbbY	Love's Train	Live for Ya Ass	Con Funk Shun
2TfkPv6tf3Q	Love's Train	The Best Of Con Funk Shun	Con Funk Shun
P1fjIUDMP20	La Fat Fur	Myths 001	Connan Mockasin
YjgdyWM2WYc	I'm The Man, That Will Find You	Caramel	Connan Mockasin
RQ-Od--mM2Q	I'm The Man, That Will Find You	I'm The Man, That Will Find You	Connan Mockasin
cqNxxwHszNs	Sulphur Springs	Sulphur Springs	Conner Youngblood
Y3edk9xfoUI	Stupid Cupid	20th Century Masters: The Millennium Collection: Best of Connie Francis	Connie Francis
EBjnLZ8vFw0	Fallin'	The Very Best Of Connie Francis - Connie's 21 Biggest Hits	Connie Francis
tNGl42cvpUM	Stupid Cupid	The Very Best Of Connie Francis - Connie's 21 Biggest Hits	Connie Francis
-kFks3gMnDM	Everybody's Somebody's Fool	The Very Best Of Connie Francis - Connie's 21 Biggest Hits	Connie Francis
0_URJbCLqXE	Al Di Là	The Very Best Of Connie Francis Vol.2	Connie Francis
AEVOIxAPf6A	Give It to Me (If You Don't Mind)	Star Funk, Vol. 3	Conquest
M8brvjZ5wms	The Barber	Cool Ghouls	Cool Ghouls
NY2GkiLvHqg	Exercise Yo' Game (feat. E-40, Kam & 40 Thevz)	Gangsta's Paradise	Coolio
cPcGX8IeTWs	Fantastic Voyage	It Takes a Thief	Coolio
JTtDcRi-IZs	Can't Judge a Book by Its Cover (Live)	Outtakes from the Georgia Theatre	Corey Smith
BPaylJioc6E	Sleepwalking	Sleepwalking	Cosmetics
XTrFMQ7FGFw	The Ole Man's Drive	Jamaican Beats, Vol. 1	Count Lasher, George Moxey and His Calypso Quintet & George Moxey and His Calypso Quintet
xGGXjArLUtw	Go Girl Go	50 Rockabilly 1950s Teenage Classics	Country Gis
lUqu6x126ic	Here I Go Again	Here We Are Again	Country Joe & The Fish
vlMF9FDyefk	Flying High	Electric Music For The Mind And Body	Country Joe & The Fish
psngsig3q2o	Rock And Soul Music/Love	The Life And Time Of Country Joe And The Fish From Haight-Ashbury To Woodstock	Country Joe & The Fish
48uCZU9Pess	Flying High (Live)	Live! Fillmore West 1969	Country Joe & The Fish
ws0DLWApHko	I-Feel-Like-I'm-Fixin'-To-Die Rag	I-Feel-Like-I'm-Fixin'-To-Die	Country Joe And The Fish
Y-RFknVpVnw	Jenny Says	Are You With Me?	Cowboy Mouth
pTb0LEIwIFc	Diving at Night	Thundercolor - EP	Coyote Kisses
L6LXe9Vl91A	The Dirt (House of Love Mix)	Crowdspacer, Vol. 1	Crackboy
w8Iid0M6Jyo	Low	Kerosene Hat	Cracker
6r-PrnISPIw	Get Off This	Kerosene Hat	Cracker
i4ak79OZNxw	It Just Takes Awhile	Crackin'	Crackin
YgbqczxsChI	Burning Inside (The Uri Mix)	Joakim presents Cray76 : Play Harder	Cray76
g7lxtBlUKno	Rockabilly Rules OK	Still Crazy	Crazy Cavan 'n' the Rhythm Rockers
1pj_4Dzphqs	Gimme Gimme Good Lovin'	Crazy Elephant	Crazy Elephant
gpILP5vb30I	We're Going Wrong	Disraeli Gears (Deluxe Edition)	Cream
v4Iw8GzOUZY	SWLABR (BBC Session)	Disraeli Gears (Deluxe Edition)	Cream
NI_c4ifvDWk	We're Going Wrong	The Very Best Of Cream	Cream
CwMWEuM-YBM	Deserted Cities Of The Heart	The Very Best Of Cream	Cream
-bWVK7XcY5s	White Room	Tunes That Stick Vol 3	Cream
PE-uBhp5FQ4	Psychic Waves	Psychic Waves	Creature Camp
MXBMd-XO0Yo	My Own Prison	My Own Prison	Creed
mcqV2s3JabA	Bad Moon Rising (Live At The Woodstock Music & Art Fair / 1969)	Live At Woodstock	Creedence Clearwater Revival
HQgJVbK1N5U	Proud Mary (Live At The Woodstock Music & Art Fair / 1969)	Live At Woodstock	Creedence Clearwater Revival
ZSLFSVsNNpo	Born On The Bayou (Live At The Woodstock Music & Art Fair / 1969)	Live At Woodstock	Creedence Clearwater Revival
R_H5n7S2Do8	It Came Out Of The Sky	Willy And The Poor Boys	Creedence Clearwater Revival
9FlvT9vxubI	It Came Out Of The Sky	Willy And The Poor Boys	Creedence Clearwater Revival
RFdSOppmkNw	The Pied Piper	The Anthology	Crispian St. Peters
Jir57gy83k8	The Pied Piper	Oldie & Goodie Hit Mix, Vol. 3	Crispian St. Peters
0TYq9RjdYYU	Marrakesh Express (2005 Remaster)	Crosby, Stills & Nash	Crosby, Stills & Nash
OvGfQCsfzUo	Suite: Judy Blue Eyes (Remastered LP Version)	Crosby, Stills & Nash	Crosby, Stills & Nash
WA0tBQIioak	Marrakesh Express (2005 Remaster)	Crosby, Stills & Nash	Crosby, Stills & Nash
UICcui02BtM	Chicago (Live)	4 Way Street	Crosby, Stills, Nash & Young
_PtOiIG5TUM	Wooden Ships (Live)	CSNY/Déjà Vu Live	Crosby, Stills, Nash & Young
noxlrqCe1vE	Country Girl	Déjà Vu	Crosby, Stills, Nash & Young
1P6yawvB-YI	Find the One	Find the One	Crouton Cannon
DB-aipJC7z8	Ride The Rodeo	The Final Tic	Crucial Conflict
r7JWHuGFUeI	Bones	Crumb	Crumb
ayHVzWzxfGA	Don't It Make My Brown Eyes Blue	We Must Believe In Magic	Crystal Gayle
--cTiT-XDi8	When I Dream	Certified Hits	Crystal Gayle
pg8wvbCmRZA	All By Yourself	The Diet	Cullen Omori
TMs5dRtX7Oo	Be a Man	New Misery	Cullen Omori
EYi5KtgSHmc	A Real You	The Diet	Cullen Omori
QV-F_X111Pk	Most Wanted	Cults	Cults
Hs05p4yWtWs	Most Wanted	Cults	Cults
fGAsr24O8gI	Stop The Fussing And Fighting	Too Long In Slavery	Culture
O2YF2OIw5pI	Stop The Fussing And Fighting	Harder Than The Rest	Culture
NkU405SP9oI	Down In Jamaica	Cumbolo	Culture
kvmmizjWaug	Behold	Harder Than The Rest	Culture
3RTMeB-ZW_c	Lament of the Astral Cowboy	The Collected Curt Boettcher, Vol. 1	Curt Boettcher
TK-XP4cCKPk	Pretty Little Angel Eyes	Pretty Little Angel Eyes	Curtis Lee
GaJi1AsMig4	Ain't Got Time	Sweet Exorcist	Curtis Mayfield
hA1bp-1650o	Vivaldi	Air Conditioning	Curved Air
tmxf-qHAtyE	The Garden	The Audience's Listening (U.S. Version)	Cut Chemist
h8l0NFmuNO0	The Garden	The Garden	Cut Chemist
6AaA229wgJI	Silver Thoughts	In Ghost Colours (UK Version Delux)	Cut Copy
pSI1Sn3Yso8	"Making Our Dreams Come True (Theme From ""Laverne & Shirley"")"	Making Our Dreams Come True	Cyndi Grecco
VRvPHKH2Chw	How I Could Just Kill a Man	Cypress Hill	Cypress Hill
ZQb-Y9o2jfU	How I Could Just Kill a Man	Cypress Hill (Expanded Edition)	Cypress Hill
SFDzECMyles	Lick a Shot	Black Sunday	Cypress Hill
u8ogljl4wR4	Hits from the Bong (Live)	Live At The Fillmore	Cypress Hill
joJfxFFE4gc	Breaking	Voices (EP)	Cyril Hahn
ZHluvz4iAhw	Djaniras	Vinte Palavras ao Redor do Sol	Cátia de França
sPOiQL6L0gY	Yellow Tape	Yellow Tape	DJ Alex Funk & Bossolo
PXs6CBpHDiY	Trihedron (feat. Opus)	The Message At The Depth	DJ Krush
UMJkMVNJ5Mo	Following the Dream	Mirror	DJ OKAWARI
u389AzFSM_E	Blurbird Story (feat. Jumelles)	DIORAMA	DJ OKAWARI
O3uRLZk2AvM	Tonite	Quik Is The Name	DJ Quik
-hSAE0_0AYM	Mashin' On The Motorway	The Private Press	DJ Shadow
8yAZQlF6HWY	Giving Up The Ghost	The Private Press	DJ Shadow
8K5qX_HPYHI	Take Me Somewhere	Take Me Somewhere	DLMT
kOmmYiigFLE	Gardenia	Gardenia	DRWN.
VlQ8O8HWa6s	Just the way i feel	Samoa	Da Kine
DkyaZH5Awt8	The Opposite	The Opposite	Dabow
Pr1Eo2Ku_KQ	WDPK 83.7 FM	Homework (25th Anniversary Edition)	Daft Punk
lKScJ4GIWyE	WDPK 83.7 FM	Homework	Daft Punk
HGrDMByVaiw	Love You Child	YAWN	Daggy Man
2HTUDvuWVj8	Prissy Missy	Little Richard & The Little Richard Sound	Dale McBride
f2uAguC7kUc	Honest	Honest	Dalilah
7dFAFsi2dds	Photograph	Hubba Bubba	Damaged Bug
XOqAzpr--7o	Lady Tarantula	Pulp Noir	Damon Baxter & Alex Shellard
ZCY_hGecbQw	Straight From The Harp	How It Should Sound, Vol. 1 & 2	Damu The Fudgemunk
zRou9JrEfKc	2 Hour Parking (feat. Luke Stewart)	Ocean Bridges	Damu the fudgemunk
s0KYobrv-NM	Heartbroken, in Disrepair	Keep It Hid	Dan Auerbach
PudSpoy_AMA	Sheathed Wings	Gliss Riffer	Dan Deacon
O6abLniPBFU	Longer	Phoenix	Dan Fogelberg
ImlDHQkPf8Q	Longer	Love Songs	Dan Fogelberg
q2qy0v4SvJM	Heart Hotels	Phoenix	Dan Fogelberg
A3XPvIhAlBc	Killing Moon	Killing Moon	Dandy Cadet
PbYlpfHXdAk	Whatever Happened	Dane Donohue	Dane Donohue
ZZrrm8X8ZwI	Can't Be Seen	Dane Donohue	Dane Donohue
jUl2P4fH5t8	Walking the Cow	Hi How Are You	Daniel Johnston
1i3RFfAg-jU	Don't Let the Sun Go Down on Your Grievances	Yip Jump Music	Daniel Johnston
0Anem8FNfZ0	Don't Play Cards with Satan	1990	Daniel Johnston
lHYO-dq9up0	Foxy Girl	Fun	Daniel Johnston
MrHbpHZ9PfU	Rock 'n' Roll / EGA	Fun	Daniel Johnston
o5CmKkdY2rE	Spirit World Rising (feat. Lee Ranaldo & Steve Shelley)	1990	Daniel Johnston
9_WlrE05nMI	At The Hop	Rock'n'Roll & Jukebox Hits - 60 Originals From The 50s	Danny & The Juniors
iT3bapyLhLY	At The Hop	At The Hop - Greatest Hits	Danny & The Juniors
daJOohVpEzg	At The Hop	The Only Doo Wop Album You'll Ever Need	Danny & The juniors
SEPvoNA1OGw	At The Hop	Rockin' With Danny And The Juniors (Expanded Edition)	Danny And The Juniors
_WQ4xlMRXJk	Better Days	Better Days	Dario Lessing
9xc_n3Yibxc	Barefoot	Barefoot	Dario Lessing, Rezar
dMrrOnFgsXg	Christmas (Baby Please Come Home)	A Christmas Gift For You From Phil Spector	Darlene Love
7sQUEVInVGQ	I Don't Wanna Lose You	Along The Red Ledge	Daryl Hall & John Oates
kiC92CIzIS8	Rinky Dink (Rerecorded)	Rockin' Instrumentals	"Dave ""Baby"" Cortez"
_uLYi2nI8yA	Beauty and the Beast (feat. Phil Markowitz, Jamey Haddad & Café)	New Vista	Dave Liebman
GeSvsNIEBIE	Ain't It Fine	Ain't It Fine	Dave Rich
IuDjfbzYo10	Rocks And Gravel	In The Tradition	Dave Van Ronk
Ls2dml_hTcg	Dink's Song (Covered in the Motion Picture)	Dink's Song (Covered in the Motion Picture)	Dave Van Ronk
AYd1x5m5Bj0	Dancing in the Street (2002 Remaster)	Dancing In The Street	David Bowie
X8P3Uz9FvI8	Golden Years (2002 Remaster)	Best of Bowie	David Bowie
u8QsKS2dy80	I'm Deranged	1. Outside (The Nathan Adler Diaries: A Hyper Cycle) [Expanded Edition]	David Bowie
ApHM1ct4tdM	Golden Years	Station To Station (2016 Remastered Version)	David Bowie
LUUnWbTkkZg	Do Anything You Say	I Dig Everything: The 1966 Pye Singles	David Bowie
xrZKtrby-Qw	Janine (BBC Radio Session D.L.T Show)	Bowie at the Beeb (The Best of the BBC Sessions 1968-1972)	David Bowie
kgQrf7PlGVM	Equality Street	Life On The Road	David Brent
1WjH4DmBz8o	Comfortably Numb (Live At Pompeii 2016)	Live At Pompeii	David Gilmour
MTUfHvaIj8w	Pinky's Dream	Crazy Clown Time	David Lynch
YST5yR4UndA	Boys of Autumn	All Dressed Up	David Roberts
Ex6zh6InDmQ	My Whole World Ended (The Moment You Left Me)	My Whole World Ended	David Ruffin
r_VIuA8_Qfc	My Whole World Ended (The Moment You Left Me)	Motown The Musical – 100 Originals	David Ruffin
-hSUB7Ob7Q0	Witch Doctor	100 Rock & Roll Hits	David Seville
BD9QqlrjSgU	Witch Doctor (Classic Version)	Alvin And The Chipmunks (Original Motion Picture Soundtrack)	David Seville
YLO-vcFDaS8	Touch, Peel And Stand	Days Of The New	Days Of The New
475dKSctbyc	Get Hi	I Got Love In These Streetz	Daz Dillinger
5WX6GwrR1nM	Brown-Eyed Women (Live at The Forum, Los Angeles, CA, 12/27/2019)	The Forum, Los Angeles, CA, 12/27/2019 (Live)	Dead & Company
-3YbedLa5I0	Sonic Reducer	Young, Loud And Snotty	Dead Boys
MpTC4_bwWPQ	I Want You Back	Can't Get No	Dead Ghosts
B6i1HdwEGjA	Can't Get No	Can't Get No	Dead Ghosts
t8CjcBj9qFU	On Your Own	Can't Get No	Dead Ghosts
VzppfCbGW_c	Failbait	The Veldt EP	Deadmau5
V00LS4rL9UU	Jailhouse Rock	Call of the Wild	Dean Carter
dbBqjAKYVmc	(Open up the Door) Let the Good Times In	The Reprise Years	Dean Martin
vFi8ysChF20	The Last Time I Saw Paris	French Style	Dean Martin
9UxYb0UA5a4	You Belong To Me	Dino The Essential Dean Martin	Dean Martin
H-HI85fsrc4	Just In Time (1995 Digital Remaster)	Great Gentlemen Of Song / Spotlight On Dean Martin	Dean Martin
46MZXF712qU	Memories Are Made of This	Dean Martin - Greatest Hits, Vol. 1	Dean Martin
L6hso7Z90C0	The Physical World	The Physical World	Death From Above 1979
KyHUpQI8nsU	Never Swim Alone	Outrage! Is Now	Death From Above 1979
m10AiVoImgA	I Ain't Gonna Tell You	I Ain't Gonna Tell You	Dedication
Hm3P6gkZXN0	Just Keep It Up (Bonus Track)	Hold on, It's Dee Clark	Dee Clark
53ytDPMSRBk	Raindrops	Hold on, It's Dee Clark	Dee Clark
TvwL5uGaMUY	Mashed Potato Time	25 Original Greatest Hits- Cameo Parkway	Dee Dee Sharp
bt9sDztUGb0	Mashed Potato Time	It's Mashed Potato Time/Do The Bird	Dee Dee Sharp
z6Y4_jigI-4	Perfect Strangers	Perfect Strangers	Deep Purple
5hqG-29NTSU	Space Truckin'	Machine Head	Deep Purple
0Ut5iHZcfhw	Child in Time	In Rock	Deep Purple
J5BSkvnIbHw	Speed King	In Rock	Deep Purple
sDvxueiv66I	Speed King	Deepest Purple: The Very Best Of Deep Purple	Deep Purple
wpBkc0If4s4	Woman from Tokyo (2002 Remaster)	Who Do We Think We Are	Deep Purple
fzw3q6nOPWY	Space Truckin'	Machine Head	Deep Purple
mK4U1p1WQU4	Hard Lovin' Man	In Rock	Deep Purple
wBMrVh3Rx0A	You're False	Almost Complete	Deep Wound
-TuEkRTKkbo	Spirit Ditties of No Tone	The Runners Four	Deerhoof
w131zCWI-w4	Foolin'	Pyromania	Def Leppard
pxRHH5X0nIc	Love Bites	Hysteria	Def Leppard
BSEnw-WZ_jA	Roll To Me	Twisted	Del Amitri
VcDNmt_SzeA	Handy Man	The Great Del Shannon	Del Shannon
JstDN42iDDo	kaleidoscope	kaleidoscope	Delayde
BcrfRMTjdhk	You and I	Wonderful 70 s, Vol. 1 (30 Greatest Pop and Disco Music Hits from the Seventies)	Delegation
TJtUYdIghXc	Dancing Mood	Dancing Mood	Delroy Wilson
-9w4SYV-Nn4	Same Old Song	The Very Best Of Delroy Wilson	Delroy Wilson
4vVBxcCbEZc	Positive Contact (Bonus Track - Mario C Remix) (feat. Del The Funky Homosapien, Dan The Automator & Kid Koala)	Deltron 3030	Deltron 3030
bKYoPtKnCbA	When Death Rides a Horse (Bonus Track)	Hellbilly Storm (Ultimate Edition)	Demented Are Go
N9bZBWYJyEU	When Darkness Falls	Hot Rod Vampires	Demented Are Go
V1eL60peP0Q	If I Give My Heart to You	America's Greatest Hits 1954 (Expanded Edition), Vol. 2	Denise Lor
vO6McGJX-jg	Wolf And Leopards	Some Like It Hot	Dennis Brown
BtPEHgqUw_0	Revolution	Sly & Robbie Hits 1978-1990	Dennis Brown
o-nR-QOx22c	Nights In White Satin	Deodato 2	Deodato
35XQlmGcJlo	Stripped (Single Version)	Stripped	Depeche Mode
gT66YftqxyM	Enjoy The Silence (Live)	Live in Berlin Soundtrack	Depeche Mode
L6yuLisUIFU	Black Celebration (Live)	Live in Berlin Soundtrack	Depeche Mode
49kHMjRuChU	Nothing (2006 Remaster)	Music For The Masses (2006 Remastered Edition)	Depeche Mode
kFWlIH4VpXY	Black Celebration	Black Celebration	Depeche Mode
5Gtfos7_5lA	Change Up	Change Up	Derin Falana
JxF3zZlcP1I	Reach Out, I'll Be There	Reach Out, I'll Be There / Illya Kuryankin	Derrick Harriott
HHA6IPrZ7cw	Don't Stop Til You Get Enough	"Joe Gibbs 12"" Reggae Discomix Vol. 4"	Derrick Lara & Trinity
0mC2orBm3tc	007 (Shanty Town)	007 Shanty Town	Desmond Dekker
3A1i9XtCe2g	007 (Shanty Town)	King Of Ska: The Indispensable Desmond Dekker	Desmond Dekker
71tY2bcJTg4	007 (Shanty Town)	Ska & Reggae Classics	Desmond Dekker & The Aces
-pFYvugjRlQ	Virgin with a Memory	Streethawk: A Seduction	Destroyer
V_52Q9nEWcc	Trembling Peacock	This Night	Destroyer
6LNnKiAnnmw	Foam Hands	Trouble In Dreams	Destroyer
7wcv5b7Kmcw	Streethawk I	Streethawk: A Seduction	Destroyer
C1lRhDO5D_Y	Love Song (Helado Negro Remix)	Vast Ovoid	Devendra Banhart
bfT1tdozuec	Things You Make Me Do	Queen of Pain	Devil Doll
H8rX9BdiXQ4	Fever	The Return of Eve	Devil Doll
ryMxk8Wi160	Bourbon in Your Eyes	Queen of Pain	Devil Doll
02483qMtL4s	Girl U Want (2009 Remaster)	Freedom Of Choice (Deluxe Remastered Edition)	Devo
9y0_sEkALdQ	Midnight Snack	Midnight Snack	Dhruv Sthetick
TsdIi0MyTng	One Million Roses	Imprint Vol. 11	Di Saronno
EjCz_sUVZ5U	Ain't No Mountain High Enough	Diana Ross	Diana Ross
nvZfQzlS9t8	Touch Me In The Morning (First Pressing Single Version)	Touch Me In The Morning (Expanded Edition)	Diana Ross
495BNPUeq1A	Someday We'll Be Together	Cream Of The Crop	Diana Ross & The Supremes
vWzXMHLxN0s	God	Its All on You	Dibiase
GMoDimknwyA	Ooh-Whee Marie	Misirlou	Dick Dale & the Del-Tones
O7R1cgtx4OY	Bopping Martian	Rockabilly Rocks!, Vol. 1	Dick Robinson
WU2FtR7Nl5k	Believe	Dig	Dig
1wGFdHsvHeo	I'm Certain I'll Die	Tendrils	Dignan Porch
zqY4qASLhxY	Work The Angles	The Platform	Dilated Peoples
CaA2oO_xWJU	Guaranteed	The Platform	Dilated Peoples
PwWb9Z4ScCk	Triple Optics	The Platform	Dilated Peoples
jNMX_xltxaQ	Birdses	Forever Changing: The Golden Age Of Elektra Records 1963-1973	Dino Valente
nHP7iMRW6iw	I'm a Fool	The Singles A's & B's	Dino, Desi and Billy
d4f0ZUbTWe8	Lovers on the Sun (Radio Edit)	Lovers on the Sun (Radio Edit)	Dinámicos
FCW0HviPEEY	The Wanderer	Runaround Sue	Dion
gfHwEbdoREY	Donna the Prima Donna	The Road I'm On: A Retrospective	Dion
GlsEW0Iz3XE	The Wanderer	100 Rock & Roll Hits	Dion
_-i8Y0D2MRA	Donna the Prima Donna	Donna the Prima Donna	Dion
4QBtr31MR08	I Wonder Why	Every Little Things I Do, Teen Angel	Dion
SbYa7NBYyRc	The Wanderer	The Complete Laurie Singles	Dion
KQ0LCPOSIRE	A Teenager in Love	C'mon Everybody (Oldies)	Dion & The Belmonts
6Wp1y7YbjQM	A Teenager in Love	The Top of the Rock'n'roll & the Boogie Woogie (Sound of the 50's & 60's)	Dion & The Belmonts
XU_mZIJqTnE	A Teenager in Love	The Best of Dion and the Belmonts	Dion and the Belmonts
wRvYUzvYAoo	Reach out for Me	Make Way For Dionne Warwick	Dionne Warwick
lB_F0KTspSU	Money for Nothing (Live at Live Aid, Wembley Stadium, 13th July 1985)	Live Aid (Live, 13th July 1985)	Dire Straits
lfIY1BQ-61A	Anticipation	Anticipation	Direct & Elliot Berger
d0AiKmjO-5o	Hotel (feat. Dirty Beaches)	Badlands	Dirty Beaches
bqzHZd2CLgI	Rock You	Rock You	Dirty Loops
JJly2cYfH9o	Counting Blue Cars	Pet Your Friends	Dishwalla
5dvmPkWs-50	Chapel Of Love	Full Metal Jacket (Original Motion Picture Soundtrack)	Dixie Cups
Wlw0afwKJic	Djangology (Remastered 2002) (feat. Stéphane Grappelli)	Djangology	Django Reinhardt
95xMHYZzIbo	The Sheik of Araby	Django Reinhardt Classics Vol. 5	Django Reinhardt
pbBJve0mAB0	Manoir de mes reves	Best of Django	Django Reinhardt
KbmPq-xq3eM	I'll See You in My Dreams	The Best Of Django Reinhardt	Django Reinhardt
qMCo7G0ZRZg	My Melancoly Baby	Djangologie Vol8 / 1937 - 1938	Django Reinhardt
R8zVpI_o3GA	Djangology	Quintette du Hot Club de France 1934-1935	Django Reinhardt
OzkgEoJoULA	Douce ambiance	Django Reinhardt at His Best Vol. 3	Django Reinhardt
yGMLQcsQYaw	After You've Gone	Django Swings Nuages 1934-1941 (73 Tunes)	Django Reinhardt
9hxsnkrtaLk	Flèche d'or	Django Reinhardt from A to Z, Vol. 10	Django Reinhardt
njF6tmguCj4	Them There Eyes	Django On The Radio - Transcribed Broadcasts (CD D - 1947-1948)	Django Reinhardt
Rm9J2Dqxk-8	Improvisation sur le premier mouvement du concerto en ré mineur de Jean-Sébastien Bach	Django Swings Nuages 1934-1941 (73 Tunes)	Django Reinhardt
gTXObA8v8h0	Hungaria (1941)	The Ultimate Collection	Django Reinhardt
tVCBA6KUoh0	Djangology	The Indispensible Django Reinhardt (1949-1950)	Django Reinhardt
9Wp3qnQAHUo	Blues En Mineur	Volume III	Django Reinhardt
qVDfGn7TRuk	"Improvisation on Tchaikovsky's ""Pathétique"" (Andante) (Remastered 2002) (feat. Stéphane Grappelli)"	Djangology	Django Reinhardt
DDzLGVwB97A	A Little Love, A Little Kiss	Sultan Of Swing	Django Reinhardt
HcPRk_MDIW0	Minor Swing	Blasts from the Past Vol. 3	Django Reinhardt & Stefan Grappelli
MlRRpDtrfiU	Pillowcase	Life Is Full Of Possibilities (Deluxe)	Dntel
bhdSvDIls08	Dreams	Dumb Luck	Dntel
WFpV6faN4uY	A Tender History In Rust	You You're A History In Rust	Do Make Say Think
cGxaO_WinZ8	Send For The Doctor	The Chess Story 1947-1956	Doc Pomus
chj2DmeaHPw	Here You Come Again	Greatest Hits	Dolly Parton
u5L7sqT4Igo	Puppy Love	Wild Rockin' Girls 50', Vol. 10	Dolly Parton
D9Cg7z02Tls	Only One	100 Happy Days Classics - '50s & Early '60s	"Don ""Red"" Roberts"
DL-HvfVwZKM	Heavy Metal (Take a Ride) [Soundtrack Version]	Heavy Metal Soundtrack	Don Felder
mZ1rVPktmFs	I Need Your Loving	The Very Best of Don Gardner and Dee Dee Ford	Don Gardner
LRWtBfh92rs	Fanny Brown	Fanny Brown	Don Thompson
y8WYx98341I	Warrior Sam	Wa-Chic-Ka-Nocka	Don Willis
-rrrof1TJc4	The Nightfly	The Nightfly	Donald Fagen
3QULneOxzwY	Now I Need You	Once Upon A Time	Donna Summer
IQvZrD0FAtg	The Trip	Sunshine Superman	Donovan
HJFPZTg62Sc	Wear Your Love Like Heaven	Playlist: The Very Best Of Donovan	Donovan
S6Y5WP1eu-w	House Of Jansch	Mellow Yellow	Donovan
x2NMuycKY2k	Barabajagal	Barabajagal	Donovan
iPFiWE2qhzA	As Time Goes By	When Your Lover Has Gone: Romantic Hits From World War II Era	Dooley Wilson
z55yhjYYGAI	Best Girl	Honey Bones	Dope Lemon
eBjuPBg2yZI	The Midnight Slow	Smooth Big Cat	Dope Lemon
WVc-9_1sG_8	Where Do You Go	Hounds Tooth	Dope Lemon
VaWF0MTeosw	A Guy Is A Guy	20 Golden Greats	Doris Day
aDm-XP6Xl0Y	Secret Love	Day in Hollywood	Doris Day
r1C69fzfGBM	Whatever Will Be, Will Be (Que Sera, Sera)	With A Smile And A Song	Doris Day
odGuqiSIGtI	Feet Start Walking	I'm a Loser (Digitally Remastered)	Doris Duke
T3rgWBynNvs	Drive	Dornik	Dornik
IkQDhtcH4j0	Rock Me My Baby	Rock'n'Roll Girls Vol. 3	Dorothy Collins
MRtQKkU2cq8	Misty Blue	Misty Blue	Dorothy Moore
TlBN4zEG3LQ	My Love Is Free	Salsoul Classics, Vol. 1 (2013 - Remaster)	Double Exposure
J37v-x-aT_w	Saturday Night Twist	Rompin' Stompin'	Doug Clayton
1YN0zvJ1QT8	Jeannie with the Dark Blue Eyes	Step Out	Doug Powell
d0NNcS5Xkb0	Mendocino	Masters Of The Last Century: Best of Doug Sahm	Doug Sahm
